HOUSEID,PERSONID,VARSTRAT,WTPERFIN,SFWGT,HH_HISP,HH_RACE,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,WRKCOUNT,FLAG100,LIF_CYC,CNTTDTR,BORNINUS,CARRODE,CDIVMSAR,CENSUS_D,CENSUS_R,CONDNIGH,CONDPUB,CONDRIDE,CONDRIVE,CONDSPEC,CONDTAX,CONDTRAV,DELIVER,DIARY,DISTTOSC,DRIVER,DTACDT,DTCONJ,DTCOST,DTRAGE,DTRAN,DTWALK,EDUC,EVERDROV,FLEXTIME,FMSCSIZE,FRSTHM,FXDWKPL,GCDWORK,GRADE,GT1JBLWK,HHRESP,HHSTATE,HHSTFIPS,ISSUE,OCCAT,LSTTRDAY,MCUSED,MEDCOND,MEDCOND6,MOROFTEN,MSACAT,MSASIZE,NBIKETRP,NWALKTRP,OUTCNTRY,OUTOFTWN,PAYPROF,PRMACT,PROXY,PTUSED,PURCHASE,R_AGE,R_RELAT,R_SEX,RAIL,SAMEPLC,SCHCARE,SCHCRIM,SCHDIST,SCHSPD,SCHTRAF,SCHTRN1,SCHTRN2,SCHTYP,SCHWTHR,SELF_EMP,TIMETOSC,TIMETOWK,TOSCSIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,USEINTST,USEPUBTR,WEBUSE,WKFMHMXX,WKFTPT,WKRMHM,WKSTFIPS,WORKER,WRKTIME,WRKTRANS,YEARMILE,YRMLCAP,YRTOUS,DISTTOWK,TDAYDATE,HOMEOWN,HOMETYPE,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,HH_CBSA,HHC_MSA
20635914,01,24,84.481800376,0,02,01,2,12,2,2,2,0,01,10,9,01,-1,54,05,03,02,02,01,02,02,02,01,-1,01,-1,01,-1,-1,-1,03,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,NC,37,05,-1,-1,-1,01,03,-1,04,06,0,0,-1,-1,02,06,01,0,-1,67,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,02,06,01,02,02,05,-1,-1,-1,-1,02,-1,-1,12000,02,-1,-1,200811,01,01,TC,50,40,300,150,300,50,300,XXXXX,-1
20635914,02,24,73.99853547,0,02,01,2,12,2,2,2,0,01,10,8,01,-1,54,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,03,-1,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,NC,37,04,-1,-1,-1,02,-1,-1,04,06,0,3,-1,-1,02,06,01,0,0,63,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,02,06,01,02,02,02,-1,-1,-1,-1,02,-1,-1,23000,02,-1,-1,200811,01,01,TC,50,40,300,150,300,50,300,XXXXX,-1
20636014,01,52,168.81161212,0,02,01,2,18,4,3,2,2,01,06,6,01,1,73,07,03,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,-1,03,-1,-1,-1,03,-1,01,-1,01,-1,13.964060342,-1,02,01,TX,48,04,01,-1,16,02,-1,-1,03,02,0,0,-1,-1,-1,01,01,0,2,37,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,30,-1,06,01,01,01,01,02,01,-1,01,02,48,01,06:30AM,07,45000,02,-1,24,200807,01,01,TC,50,5,300,25,300,5,750,XXXXX,XXXX
20636014,02,52,138.19419656,0,02,01,2,18,4,3,2,2,01,06,5,01,1,73,07,03,-1,-1,-1,-1,-1,-1,-1,2,02,-1,01,-1,-1,03,-1,-1,-1,04,-1,01,-1,02,-1,14.342532325,-1,02,01,TX,48,04,04,-1,-1,02,-1,-1,03,02,0,0,-1,02,-1,01,01,-9,2,37,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,60,-1,06,01,01,01,02,02,01,-1,01,02,48,01,08:30AM,03,20000,02,-1,30,200807,01,01,TC,50,5,300,25,300,5,750,XXXXX,XXXX
20636434,01,73,2047.0589692,0,02,01,3,17,3,3,3,1,02,02,1,01,-1,51,05,03,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,02,-1,-1,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,GA,13,01,-1,-1,-1,02,-1,-1,01,05,0,4,-1,-1,02,04,01,-9,0,57,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,04,06,02,02,02,01,-1,-1,-1,-1,02,-1,-1,12000,02,-1,-1,200807,01,01,TC,300,5,300,25,300,5,750,12060,0520
20636434,02,73,2821.8247807,0,02,01,3,17,3,3,3,1,02,02,2,01,1,51,05,03,-1,-1,-1,-1,-1,-1,-1,5,01,-1,01,-1,-1,-1,02,-1,-1,02,-1,01,-1,01,-1,8.196140651,-1,02,01,GA,13,05,04,-1,-1,02,-1,-1,01,05,0,4,-1,-1,-1,01,01,0,5,60,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,30,-1,04,04,06,02,02,02,01,0,01,01,13,01,07:00AM,01,12000,02,-1,10,200807,01,01,TC,300,5,300,25,300,5,750,12060,0520
20637105,01,22,1447.907972,0,02,01,0,06,4,0,1,1,01,03,3,01,2,22,02,01,-8,02,01,01,02,02,02,5,02,-1,02,-1,-1,-1,-1,02,-1,04,02,02,-1,01,-1,0.4938754371,-1,02,01,NY,36,02,01,-1,-1,01,06,-1,02,04,0,7,-1,-1,-1,01,01,0,5,29,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,5,-1,01,02,06,01,02,02,01,-1,02,02,36,01,06:55AM,01,-1,-1,-1,0.2222,200808,02,01,C,750,60,1500,3000,1500,50,3000,40380,6840
20637347,01,52,1456.5226145,0,02,01,1,08,1,1,1,1,01,01,4,02,1,53,05,03,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,03,-1,-1,-1,-1,-1,05,-1,01,-1,01,-1,5.7805201727,-1,02,01,FL,12,06,04,-1,-1,02,-1,-1,03,02,0,7,-1,-1,-1,01,01,-9,3,68,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,20,-1,01,04,06,02,02,02,01,-1,02,02,12,01,-8,01,14000,02,1956,9,200904,01,02,TC,300,5,750,150,300,5,750,XXXXX,XXXX
20637495,01,74,341.94738585,0,02,02,2,09,2,6,2,1,01,02,6,01,1,54,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,03,-1,-1,-1,02,-1,02,-1,01,-1,6.753566219,-1,02,01,NC,37,04,02,-1,-1,02,-1,-1,04,06,0,2,-1,-1,-1,01,01,-9,0,63,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,18,-1,07,04,06,02,02,02,02,-1,01,02,37,01,07:00PM,01,10000,02,-1,8,200811,01,01,TC,50,30,50,25,50,40,50,XXXXX,-1
20637495,02,74,472.62279598,0,02,02,2,09,2,6,2,1,01,02,9,01,-1,54,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,03,-1,-1,-1,02,-1,-1,-1,01,-1,-1,-1,-1,01,NC,37,04,-1,-1,0,02,-1,-1,04,06,0,30,-1,-1,02,07,01,0,-1,66,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,04,06,02,01,02,05,-1,-1,-1,-1,02,-1,-1,5000,02,-1,-1,200811,01,01,TC,50,30,50,25,50,40,50,XXXXX,-1
20637543,01,9,927.19500229,0,01,04,2,18,3,2,2,2,01,04,4,01,1,43,04,02,-1,-1,-1,-1,-1,-1,-1,2,02,-1,01,-1,-1,-1,-1,02,-1,04,-1,02,-1,01,-1,6.6354760611,-1,02,01,NE,31,02,01,-1,-1,02,-1,-1,03,03,0,4,-1,-1,-1,01,01,0,2,28,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,20,-1,04,01,03,01,02,02,01,-1,01,02,31,01,07:45AM,01,12000,02,-1,9,200808,01,02,S,1500,60,3000,1500,1500,40,3000,XXXXX,XXXX
20637543,02,9,851.53225383,0,01,04,2,18,3,2,2,2,01,04,3,01,1,43,04,02,-1,-1,-1,-1,-1,-1,-1,3,01,-1,01,-1,01,-1,-1,-1,-1,05,-1,01,-1,01,-1,1.1593005339,-1,02,01,NE,31,01,04,-1,-1,02,-1,-1,03,03,0,1,-1,-1,-1,01,01,0,5,32,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,5,-1,04,01,03,01,01,02,01,-1,01,02,31,01,08:00AM,01,18000,02,-1,5,200808,01,02,S,1500,60,3000,1500,1500,40,3000,XXXXX,XXXX
20637794,01,62,39.248534395,0,02,01,1,09,1,1,1,1,01,01,4,01,1,24,02,01,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,02,-1,-1,-1,04,-1,02,-1,01,-1,4.9867024666,-1,02,01,NY,36,04,01,-1,-1,02,-1,-1,04,06,0,0,-1,-1,-1,01,01,0,0,55,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,8,-1,03,02,06,01,02,02,02,-1,02,02,36,01,06:30AM,01,15000,02,-1,7,200901,01,01,TC,750,60,1500,750,3000,80,7000,XXXXX,-1
20637815,01,95,958.78981301,0,01,01,2,16,6,3,2,1,01,04,10,02,-1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,-1,-1,02,04,-1,-1,-1,01,-1,-1,-1,-1,01,CA,06,03,-1,-1,-1,02,-1,-1,01,05,0,2,-1,-1,02,04,01,0,0,35,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,05,01,02,02,04,-1,-1,-1,-1,02,-1,-1,12000,02,1988,-1,200809,01,01,U,3000,30,17000,750,3000,5,17000,31100,4472
20637815,02,95,1519.5032264,0,01,01,2,16,6,3,2,1,01,04,5,02,1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,-1,-1,-1,02,-1,02,-1,01,-1,13.483834983,-1,02,01,CA,06,-1,03,-1,-1,02,-1,-1,01,05,0,0,-1,-1,-1,01,02,0,0,36,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,25,-1,07,01,05,01,02,02,01,-1,01,02,06,01,06:30AM,04,20000,02,-8,14,200809,01,01,U,3000,30,17000,750,3000,5,17000,31100,4472
20637815,03,95,954.50068214,0,01,01,2,16,6,3,2,1,01,04,8,-1,-1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,01,CA,06,-1,-1,-1,-1,-1,-1,-1,01,05,0,4,-1,-1,-1,-1,02,-1,-1,10,03,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,05,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200809,01,01,U,3000,30,17000,750,3000,5,17000,31100,4472
20637815,04,95,954.50068214,2863.5020464,01,01,2,16,6,3,2,1,01,04,8,-1,-1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,00,-1,01,CA,06,-1,-1,-1,-1,-1,-1,-1,01,05,0,4,-1,-1,-1,-1,02,-1,-1,7,03,01,01,-1,04,01,01,04,05,01,01,01,01,-1,5,-1,-1,07,01,05,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200809,01,01,U,3000,30,17000,750,3000,5,17000,31100,4472
20637815,05,95,945.64719954,0,01,01,2,16,6,3,2,1,01,04,8,-1,-1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,01,CA,06,-1,-1,-1,-1,-1,-1,-1,01,05,0,4,-1,-1,-1,-1,02,-1,-1,5,03,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,05,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200809,01,01,U,3000,30,17000,750,3000,5,17000,31100,4472
20638139,01,21,144.62464629,0,02,01,2,14,2,1,2,0,01,10,7,01,-1,23,02,01,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,02,-1,-1,-1,-1,05,-1,-1,-1,01,-1,-1,-1,-1,01,NY,36,01,-1,-1,-1,02,-1,-1,03,03,0,1,-1,-1,02,06,01,-9,1,74,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,03,01,01,02,01,-1,-1,-1,-1,02,-1,-1,10000,02,-1,-1,200811,01,01,TC,300,0,1500,350,300,0,750,XXXXX,XXXX
20638139,02,21,158.36584574,0,02,01,2,14,2,1,2,0,01,10,7,01,-1,23,02,01,01,02,01,02,02,01,01,-1,02,-1,01,-1,-1,-1,-1,02,-1,02,-1,-1,-1,01,-1,-1,-1,-1,01,NY,36,02,-1,-1,-1,01,05,-1,03,03,0,0,-1,-1,02,06,01,-9,-1,71,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,03,01,02,02,05,-1,-1,-1,-1,02,-1,-1,-8,-1,-1,-1,200811,01,01,TC,300,0,1500,350,300,0,750,XXXXX,XXXX
20638193,01,96,36.770539517,0,02,01,2,05,3,2,2,1,01,06,3,01,-1,53,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,03,-1,-1,-1,02,-1,02,-1,01,-1,2.9427040291,-1,02,01,SC,45,04,01,-1,-1,02,-1,-1,03,03,0,0,-1,-1,-1,02,01,-9,-1,58,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,-5,-1,04,01,02,01,02,02,05,-1,01,02,45,01,07:30AM,-1,-8,-1,-1,6,200808,01,04,C,1500,40,3000,3000,1500,40,3000,XXXXX,XXXX
20638193,02,96,60.122548244,0,02,01,2,05,3,2,2,1,01,06,2,01,-1,53,05,03,01,02,02,02,02,02,01,-1,01,-1,01,-1,-1,03,-1,-1,-1,01,-1,-1,-1,01,-1,-1,-1,-1,01,SC,45,04,-1,-1,-1,01,04,-1,03,03,0,2,-1,-1,02,06,01,0,-1,61,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,02,01,02,02,05,-1,-1,-1,-1,02,-1,-1,-8,-1,-1,-1,200808,01,04,C,1500,40,3000,3000,1500,40,3000,XXXXX,XXXX
20638193,03,96,53.982032821,53.982032821,02,01,2,05,3,2,2,1,01,06,0,-1,-1,53,05,03,-1,-1,-1,-1,-1,-1,-1,-1,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-8,-1,01,SC,45,-1,-1,3,-1,-1,-1,-1,03,03,0,0,-1,-1,-1,-1,02,-1,-1,13,06,02,02,01,04,01,05,01,01,02,02,02,01,-1,3,-1,-1,04,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200808,01,04,C,1500,40,3000,3000,1500,40,3000,XXXXX,XXXX
20638577,01,81,237.95936974,0,02,01,1,02,1,3,1,1,01,01,0,01,-1,53,05,03,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,-1,03,-1,-1,-1,03,-1,-1,-1,02,-1,0,-1,02,01,NC,37,04,04,4,-1,02,-1,-1,03,01,0,6,02,01,-1,01,01,0,2,50,01,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,03,01,02,01,-1,-1,01,-1,02,-1,37,01,-1,-1,11000,02,-1,-1,200809,01,01,TC,300,30,300,75,300,30,300,XXXXX,XXXX
20638652,01,14,2808.9191336,0,02,02,2,09,2,2,2,0,01,10,4,01,-1,44,04,02,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,02,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,KS,20,05,-1,-1,-1,02,-1,-1,04,06,0,5,-1,-1,02,04,01,-9,0,76,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,06,01,02,02,01,-1,-1,-1,-1,02,-1,-1,1500,02,-1,-1,200808,01,01,TC,300,30,300,150,50,30,300,XXXXX,-1
20638652,02,14,2510.9244159,0,02,02,2,09,2,2,2,0,01,10,2,01,-1,44,04,02,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,03,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,KS,20,05,-1,-1,-1,02,-1,-1,04,06,0,5,-1,-1,02,06,01,-9,0,68,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,06,01,02,02,01,-1,-1,-1,-1,02,-1,-1,3500,02,-1,-1,200808,01,01,TC,300,30,300,150,50,30,300,XXXXX,-1
20638746,01,15,393.71364105,0,02,01,2,09,2,2,2,2,01,02,5,01,1,32,03,02,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,02,-1,-1,03,-1,01,-1,01,-1,19.547409106,-1,01,01,IN,18,05,04,-1,-1,02,-1,-1,02,04,0,0,-1,-1,-1,01,01,0,0,45,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,40,-1,05,01,04,01,01,02,01,0,01,01,18,01,07:45AM,01,50000,02,-1,26,200812,01,01,TC,300,0,1500,150,300,0,1500,26900,3480
20638746,02,15,1393.4592217,0,02,01,2,09,2,2,2,2,01,02,4,01,1,32,03,02,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,02,-1,-1,-1,-1,04,-1,02,-1,01,-1,19.915316809,-1,02,01,IN,18,01,02,-1,-1,02,-1,-1,02,04,0,0,-1,-1,-1,01,01,0,3,23,03,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,35,-1,05,01,04,01,01,02,01,-1,01,02,18,01,08:25AM,01,12000,02,-1,25,200812,01,01,TC,300,0,1500,150,300,0,1500,26900,3480
20638849,01,63,152.5659964,0,02,01,3,03,3,3,3,1,01,10,4,01,-1,53,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,02,-1,-1,-1,02,-1,-1,-1,01,-1,-1,-1,-1,01,VA,51,04,-1,-1,-1,02,-1,-1,03,01,0,5,-1,-1,02,06,01,0,0,62,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,01,01,02,02,01,-1,-1,-1,-1,02,-1,-1,-8,-1,-1,-1,200810,01,01,TC,300,30,750,750,300,30,750,XXXXX,XXXX
20638849,02,63,170.25446616,0,02,01,3,03,3,3,3,1,01,10,4,01,-1,53,05,03,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,-1,03,-1,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,VA,51,04,-1,-1,-1,02,-1,-1,03,01,0,5,-1,-1,02,06,01,0,2,66,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,01,01,02,02,01,-1,-1,-1,-1,02,-1,-1,3600,02,-1,-1,200810,01,01,TC,300,30,750,750,300,30,750,XXXXX,XXXX
20638849,03,63,615.78312733,0,02,01,3,03,3,3,3,1,01,10,9,01,1,53,05,03,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,-1,03,-1,-1,-1,03,-1,02,-1,01,-1,1.8133002017,-1,02,01,VA,51,04,01,-1,-1,02,-1,-1,03,01,0,21,-1,-1,01,05,01,12,1,19,06,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,30,-1,07,01,01,01,02,02,01,-1,02,02,51,01,04:30PM,01,-8,-1,-1,20,200810,01,01,TC,300,30,750,750,300,30,750,XXXXX,XXXX
20638979,01,24,304.25101747,0,01,01,1,05,2,1,2,1,01,02,2,01,-1,73,07,03,02,02,02,02,02,02,02,-1,02,-1,02,-1,03,-1,-1,-1,-1,03,02,-1,-1,01,-1,-1,-1,-1,01,TX,48,01,-1,-1,-1,01,03,-1,03,01,0,0,-1,-1,02,04,01,0,-1,69,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,01,01,02,02,05,-1,-1,-1,-1,02,-1,-1,-1,-1,-1,-1,200812,01,01,C,7000,60,17000,1500,3000,50,17000,XXXXX,XXXX
20638979,02,24,347.72096447,0,01,01,1,05,2,1,2,1,01,02,4,01,1,73,07,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,03,-1,-1,-1,-1,-1,03,-1,02,-1,01,-1,1.1840988208,-1,02,01,TX,48,06,02,-1,-1,02,-1,-1,03,01,0,0,-1,-1,-1,01,01,0,0,72,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,5,-1,06,01,01,01,02,02,01,-1,01,02,48,01,07:22AM,01,5000,02,-1,2,200812,01,01,C,7000,60,17000,1500,3000,50,17000,XXXXX,XXXX
20639136,01,46,127.69777361,0,02,01,2,18,2,2,2,1,01,02,6,01,1,72,07,03,02,02,02,02,02,02,01,-1,01,-1,01,-1,-1,-1,03,-1,-1,04,-1,01,-1,01,-1,8.8782260367,-1,02,01,TX,48,05,01,-1,-1,01,03,-1,02,05,0,7,-1,-1,-1,01,01,-9,0,49,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,30,-1,03,01,04,01,02,02,01,-1,01,02,48,01,09:00AM,04,12000,02,-1,20,200806,01,01,C,1500,5,7000,750,1500,0,3000,19100,1922
20639136,02,46,126.27364571,0,02,01,2,18,2,2,2,1,01,02,6,01,-1,72,07,03,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,-1,03,-1,-1,-1,04,-1,-1,-1,01,-1,-1,-1,-1,01,TX,48,04,-1,-1,-1,02,-1,-1,02,05,0,13,-1,-1,02,07,01,0,1,48,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,04,01,02,02,01,-1,-1,-1,-1,02,-1,-1,10000,02,-1,-1,200806,01,01,C,1500,5,7000,750,1500,0,3000,19100,1922
20640383,01,41,65.941599455,0,02,01,2,13,3,2,3,1,01,02,0,01,-1,72,07,03,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,-1,-1,03,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,TX,48,05,-1,1,-1,02,-1,-1,02,05,0,14,-1,-1,02,04,01,-9,1,61,01,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,04,06,02,-1,-1,02,-1,-1,-1,-1,02,-1,-1,5000,02,-1,-1,200806,01,04,TC,50,5,50,25,50,20,50,26420,3362
20640383,02,41,85.176706833,0,02,01,2,13,3,2,3,1,01,02,2,01,1,72,07,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,03,-1,-1,-1,-1,03,-1,02,-1,01,-1,37.19412098,-1,02,01,TX,48,01,04,-1,-1,02,-1,-1,02,05,0,0,-1,-1,-1,01,01,-9,0,61,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,55,-1,05,04,06,02,01,02,01,-1,01,02,48,01,05:30AM,01,67000,02,-1,44,200806,01,04,TC,50,5,50,25,50,20,50,26420,3362
20640383,03,41,113.68317633,0,02,01,2,13,3,2,3,1,01,02,0,01,-1,72,07,03,02,02,02,02,02,02,01,-1,01,-1,02,-1,-1,-1,-1,-1,-1,02,02,-1,-1,01,-1,-1,-1,-1,01,TX,48,-1,-1,4,-1,01,01,-1,02,05,0,5,-1,-1,02,07,02,0,-1,33,03,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,04,06,02,-1,-1,05,-1,-1,-1,-1,02,-1,-1,-1,-1,-1,-1,200806,01,04,TC,50,5,50,25,50,20,50,26420,3362
20640468,01,49,514.10786914,0,02,01,3,18,3,4,3,2,01,08,4,01,1,73,07,03,-1,-1,-1,-1,-1,-1,-1,5,01,-1,01,-1,-1,03,-1,-1,-1,04,-1,01,-1,01,-1,12.386512563,-1,02,01,TX,48,04,04,-1,-1,02,-1,-1,03,02,0,0,-1,-1,01,04,01,0,5,44,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,25,-1,06,04,06,02,02,02,01,-1,02,02,48,01,09:15AM,03,-8,-1,-1,18,200804,01,01,TC,50,5,50,25,50,20,50,XXXXX,XXXX
20640468,02,49,403.26028973,0,02,01,3,18,3,4,3,2,01,08,5,01,1,73,07,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,-1,-1,-1,04,-1,02,-1,01,-1,26.486603007,-1,02,01,TX,48,-1,04,-1,-1,02,-1,-1,03,02,0,0,-1,-1,-1,01,02,0,0,47,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,45,-1,06,04,06,02,01,02,01,-1,01,02,48,01,06:35AM,04,-8,-1,-1,41,200804,01,01,TC,50,5,50,25,50,20,50,XXXXX,XXXX
20640468,03,49,1091.1310064,0,02,01,3,18,3,4,3,2,01,08,5,01,-1,73,07,03,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,TX,48,-1,-1,-1,-1,02,-1,-1,03,02,0,0,-1,-1,02,05,02,0,2,20,03,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,04,06,02,02,02,01,-1,-1,-1,-1,02,-1,-1,12000,02,-1,-1,200804,01,01,TC,50,5,50,25,50,20,50,XXXXX,XXXX
20640600,01,81,507.68699063,0,02,01,2,14,3,3,2,1,01,04,2,01,-1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,02,-1,-1,-1,-1,04,-1,-1,-1,01,-1,-1,-1,-1,01,CA,06,01,-1,-1,-1,02,-1,-1,01,05,0,0,-1,-1,02,04,01,0,0,41,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,03,01,02,02,01,-1,-1,-1,-1,02,-1,-1,-8,-1,-1,-1,200902,01,01,C,1500,20,7000,350,3000,5,7000,41860,7362
20640600,02,81,429.62307001,0,02,01,2,14,3,3,2,1,01,04,7,01,1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,-1,03,-1,-1,-1,02,-1,02,-1,01,-1,12.997211153,-1,02,01,CA,06,04,03,-1,-1,02,-1,-1,01,05,0,0,-1,-1,-1,01,01,0,0,49,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,37,-1,01,01,03,01,02,02,02,-1,01,02,06,01,05:45AM,01,20000,02,-1,23,200902,01,01,C,1500,20,7000,350,3000,5,7000,41860,7362
