HOUSEID,VARSTRAT,WTHHFIN,DRVRCNT,CDIVMSAR,CENSUS_D,CENSUS_R,HH_HISP,HH_RACE,HHFAMINC,HHRELATD,HHRESP,HHSIZE,HHSTATE,HHSTFIPS,HHVEHCNT,HOMEOWN,HOMETYPE,MSACAT,MSASIZE,NUMADLT,RAIL,RESP_CNT,SCRESP,TRAVDAY,URBAN,URBANSIZE,URBRUR,WRKCOUNT,TDAYDATE,FLAG100,LIF_CYC,CNTTDHH,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,HH_CBSA,HHC_MSA
20884589,90,1792.0536907,2,54,05,03,02,02,14,-1,01,2,GA,13,3,01,02,04,06,2,02,1,-1,07,04,06,02,1,200805,02,02,2,TC,50,20,50,25,50,20,50,XXXXX,-1
20884598,2,4976.5549248,2,32,03,02,02,01,18,-1,01,5,OH,39,3,01,01,02,04,2,02,5,-1,06,01,04,01,2,200902,01,06,17,S,300,20,750,75,300,0,750,17140,1642
20884815,83,534.60419116,2,53,05,03,02,01,04,-1,01,2,FL,12,1,01,01,03,02,2,02,2,-1,04,01,02,01,1,200808,01,10,2,C,1500,30,3000,750,1500,20,3000,XXXXX,XXXX
20885492,15,57.863477259,3,43,04,02,02,01,15,-1,01,5,SD,46,3,01,01,03,01,2,02,5,-1,02,01,01,01,3,200806,01,06,46,C,1500,50,7000,5000,7000,50,7000,XXXXX,XXXX
20885670,17,109.9054588,2,52,05,03,02,01,13,-1,01,4,VA,51,2,01,01,02,04,2,02,4,-1,04,01,04,01,2,200812,01,06,20,S,1500,40,7000,1500,1500,40,3000,47260,5720
20885700,26,156.76995857,2,44,04,02,02,01,17,-1,01,2,IA,19,2,01,01,04,06,2,02,2,-1,06,04,06,02,1,200805,01,02,2,TC,50,20,50,25,50,30,300,XXXXX,-1
20886097,83,814.58987538,1,53,05,03,01,04,01,-1,01,1,FL,12,1,02,03,03,02,1,02,1,01,02,01,02,01,0,200804,01,01,3,C,750,30,3000,150,750,30,3000,XXXXX,XXXX
20886668,40,6562.3093422,4,21,02,01,02,01,17,-1,01,5,NJ,34,3,01,01,01,05,3,01,5,-1,02,01,05,01,2,200812,01,08,15,S,750,20,1500,3000,300,0,750,35620,5602
20887375,96,262.10434151,2,53,05,03,02,01,06,-1,01,2,FL,12,2,01,01,03,02,2,02,2,-1,04,04,06,02,1,200811,01,10,4,TC,50,20,50,25,50,5,50,XXXXX,XXXX
20887423,20,127.06715007,1,72,07,03,02,01,07,-1,01,1,TX,48,1,01,01,02,05,1,02,1,01,06,01,04,01,0,200904,01,09,5,C,1500,30,7000,1500,1500,40,7000,19100,1922
20887870,20,225.40369508,1,34,03,02,02,01,04,-1,01,1,IN,18,1,01,01,04,06,1,02,1,01,05,02,06,01,0,200812,01,09,2,TC,750,40,1500,750,1500,40,3000,XXXXX,-1
20888028,40,51.221854014,1,53,05,03,02,01,03,-1,01,1,FL,12,1,01,01,03,02,1,02,1,01,07,04,06,02,0,200804,01,09,5,TC,50,20,50,25,50,20,300,XXXXX,XXXX
20889623,8,1860.0609157,3,83,08,04,02,01,18,-1,01,3,ID,16,5,01,01,03,01,3,02,2,-1,05,01,01,01,2,200809,02,08,14,S,300,50,750,750,300,40,750,XXXXX,XXXX
20889735,83,440.96031057,2,53,05,03,02,01,05,-1,01,2,FL,12,1,01,01,03,02,2,02,2,-1,03,01,02,01,1,200805,01,10,14,S,300,20,750,350,300,0,750,XXXXX,XXXX
20890188,63,95.690221449,0,74,07,03,02,01,-8,-1,01,2,TX,48,1,01,01,04,06,2,02,2,-1,06,04,06,02,0,200812,01,10,0,TC,50,20,50,25,50,20,50,XXXXX,-1
20890496,17,394.80241558,2,52,05,03,02,01,04,-1,01,2,NC,37,0,02,03,02,04,2,02,2,-1,02,01,02,01,2,200810,01,07,11,S,750,40,1500,350,1500,70,3000,XXXXX,3120
20890562,49,1060.3965762,2,21,02,01,02,01,12,-1,01,2,PA,42,3,01,01,01,05,2,01,2,-1,05,04,06,02,1,200808,01,10,6,TC,300,5,300,75,300,5,300,35620,5602
20890759,35,498.33612574,2,32,03,02,02,01,18,-1,01,3,IN,18,4,01,01,02,04,2,02,3,-1,03,04,06,02,2,200805,01,06,10,TC,50,5,50,25,50,5,50,26900,3480
20891354,23,64.708469218,2,82,08,04,01,07,09,-1,01,2,AZ,04,2,01,01,02,05,2,02,2,-1,04,04,06,02,0,200809,01,10,13,TC,300,30,750,150,750,20,1500,38060,6200
20891363,8,220.1414699,1,92,09,04,02,01,10,-1,01,1,CA,06,1,01,01,02,04,1,02,1,01,03,01,04,01,1,200805,01,09,5,C,3000,20,7000,350,3000,20,7000,41740,7320
20892052,88,1332.442157,1,91,09,04,02,02,17,-1,01,1,CA,06,1,01,01,01,05,1,01,1,01,07,01,05,01,1,200902,01,01,4,C,3000,40,7000,1500,3000,50,17000,31100,4472
20892267,22,870.52929852,1,21,02,01,02,01,12,-1,01,2,NY,36,0,01,03,01,05,1,01,2,-1,07,01,05,01,1,200812,01,05,8,U,30000,70,30000,5000,30000,60,30000,35620,5602
20892285,14,126.4542893,1,52,05,03,02,01,06,-1,01,1,VA,51,1,01,01,02,04,1,02,1,01,05,04,06,02,0,200806,01,09,3,TC,750,40,1500,750,750,20,1500,47260,5720
20893219,2,14.952439545,2,52,05,03,02,01,17,-1,01,2,NC,37,2,01,01,02,04,2,02,2,-1,06,01,01,01,0,200804,01,10,9,TC,300,5,300,150,300,20,300,XXXXX,3120
20893442,31,284.27897076,2,52,05,03,02,01,08,-1,01,2,FL,12,2,01,01,02,04,2,02,2,-1,01,01,03,01,2,200812,01,02,4,S,750,5,3000,150,750,5,3000,27260,3600
20893518,19,10.490796427,2,53,05,03,02,01,18,-1,01,2,VA,51,3,01,01,03,01,2,02,2,-1,07,04,06,02,1,200808,01,02,4,TC,300,50,750,750,300,50,750,XXXXX,XXXX
20893871,88,87.933411169,2,53,05,03,02,01,12,-1,01,2,VA,51,2,01,04,03,01,2,02,2,-1,04,04,06,02,2,200807,01,02,5,TC,50,20,300,75,50,30,300,XXXXX,XXXX
20894225,62,1249.9077808,2,33,03,02,02,01,10,-1,01,3,IN,18,2,01,01,03,02,3,02,3,-1,02,01,02,01,2,200811,01,08,10,S,1500,5,3000,750,1500,5,3000,XXXXX,XXXX
20894542,84,513.10451816,3,33,03,02,02,01,15,-1,01,3,IN,18,5,01,01,03,01,3,02,2,-1,04,01,01,01,2,200811,02,08,9,TC,50,20,50,25,300,30,750,XXXXX,XXXX
20894980,52,1601.9706717,0,44,04,02,02,01,05,-1,01,1,IA,19,0,02,03,04,06,1,02,1,01,07,02,06,01,1,200902,01,01,2,TC,50,30,50,25,300,40,750,XXXXX,-1
20896050,98,81.487801329,1,73,07,03,02,01,07,-1,01,2,TX,48,1,01,01,03,01,2,02,2,-1,05,01,01,01,0,200904,01,10,2,C,1500,40,3000,750,1500,20,3000,XXXXX,XXXX
20896425,52,4910.4151142,3,33,03,02,02,02,08,-1,01,4,IL,17,3,01,01,03,02,3,02,3,-1,01,01,02,01,2,200812,02,06,4,C,3000,40,7000,750,3000,40,7000,XXXXX,XXXX
20896957,56,88.455364395,2,72,07,03,02,01,18,-1,01,2,TX,48,2,01,01,02,05,2,02,2,-1,05,01,04,01,1,200812,01,02,11,C,3000,70,7000,5000,3000,80,7000,19100,1922
20897057,94,564.63604307,1,43,04,02,02,01,09,-1,01,2,NE,31,2,02,01,03,03,2,02,2,-1,06,01,03,01,1,200904,01,02,4,S,1500,20,3000,75,750,30,1500,XXXXX,XXXX
20897105,37,86.873014147,0,54,05,03,02,01,-8,-1,01,1,NC,37,0,01,01,04,06,1,02,1,01,02,04,06,02,0,200804,01,09,0,TC,50,20,50,25,50,20,50,XXXXX,-1
20897226,93,368.9544794,1,53,05,03,02,02,-8,-1,01,1,VA,51,1,02,03,03,01,1,02,1,01,01,01,01,01,1,200806,01,01,2,C,750,50,1500,1500,750,70,1500,XXXXX,XXXX
20897404,79,56.028391511,2,51,05,03,02,01,13,-1,01,2,VA,51,2,01,01,01,05,2,01,2,-1,03,04,06,02,1,200811,01,02,12,TC,50,20,300,75,300,5,300,47900,8872
20897422,19,171.40801257,2,14,01,01,02,01,12,-1,01,2,VT,50,2,01,01,04,06,2,02,2,-1,01,02,06,01,0,200809,01,10,10,TC,300,30,750,1500,300,30,750,XXXXX,-1
20897516,36,878.66918799,2,91,09,04,02,01,12,-1,01,4,CA,06,2,02,01,01,05,2,01,4,-1,06,01,02,01,1,200811,01,04,23,C,1500,40,7000,1500,3000,50,7000,XXXXX,7362
20897767,97,109.94888377,2,54,05,03,02,01,18,-1,01,2,GA,13,2,01,01,04,06,2,02,2,-1,06,02,06,01,0,200805,01,10,13,TC,750,50,1500,1500,750,80,3000,XXXXX,-1
20898308,72,24.467631756,2,83,08,04,02,04,-8,-1,01,2,AZ,04,1,01,01,03,03,2,02,1,-1,04,04,06,02,0,200810,02,10,0,TC,50,30,50,25,50,40,50,XXXXX,XXXX
20898522,57,180.50696646,2,43,04,02,02,01,13,-1,01,2,IA,19,2,01,01,03,01,2,02,2,-1,06,01,01,01,1,200811,01,02,9,S,750,20,1500,750,750,20,1500,XXXXX,XXXX
20898746,59,46.777873378,1,54,05,03,02,01,06,-1,01,1,FL,12,1,01,01,04,06,1,02,1,01,02,02,06,01,0,200806,01,09,0,TC,300,5,300,25,300,0,300,XXXXX,-1
20898764,53,174.52460606,1,72,07,03,02,01,15,-1,01,1,TX,48,1,01,01,02,05,1,02,1,01,03,01,04,01,0,200903,01,09,0,C,1500,20,3000,1500,1500,5,3000,19100,1922
20899211,78,11.590340673,2,52,05,03,02,01,15,-1,01,2,NC,37,2,01,01,02,04,2,02,1,-1,02,04,06,02,0,200804,02,10,4,S,750,20,1500,150,300,5,750,XXXXX,3120
20899323,40,877.37472176,2,91,09,04,01,01,13,-1,01,4,CA,06,3,01,01,01,05,2,01,3,-1,02,01,02,01,1,200806,02,06,3,C,300,30,1500,75,3000,5,7000,41860,7362
20899471,99,14.289923773,1,83,08,04,02,01,03,-1,01,1,AZ,04,1,01,04,03,03,1,02,1,01,06,01,03,01,0,200811,01,09,3,U,3000,20,7000,3000,3000,20,7000,XXXXX,XXXX
20899659,44,95.796742222,2,72,07,03,02,01,07,-1,01,2,TX,48,3,01,01,02,05,2,02,2,-1,07,01,04,01,0,200809,01,10,0,TC,300,20,1500,350,750,20,1500,19100,1922
20900528,86,239.94244363,2,91,09,04,02,01,12,-1,01,2,CA,06,2,01,03,01,05,2,01,1,-1,05,01,02,01,0,200810,02,10,6,C,300,40,750,350,3000,60,7000,XXXXX,7362
20900751,16,95.329639136,1,72,07,03,02,01,02,-1,01,2,TX,48,1,01,01,02,05,2,02,2,-1,03,04,06,02,0,200809,01,10,0,TC,50,20,50,25,50,20,50,19100,1922
20900827,47,44.347726223,2,52,05,03,02,01,09,-1,01,2,VA,51,4,01,01,02,04,2,02,2,-1,01,01,04,01,0,200811,01,10,8,TC,300,5,750,75,750,5,1500,47260,5720
20900975,7,826.45686622,2,64,06,03,-8,01,17,-1,01,6,TN,47,3,01,01,04,06,2,02,5,-1,05,04,06,02,1,200902,01,04,22,TC,50,20,300,25,300,20,300,XXXXX,-1
20900984,94,888.9352102,2,54,05,03,02,01,16,-1,01,2,FL,12,1,02,01,04,06,2,02,2,-1,07,01,01,01,0,200807,01,10,10,C,1500,5,3000,750,1500,0,3000,XXXXX,-1
20901075,93,326.69422077,2,33,03,02,02,01,-7,-1,01,2,IN,18,2,01,01,03,01,2,02,2,-1,04,04,06,02,1,200811,01,10,11,TC,50,20,50,25,50,20,300,XXXXX,XXXX
20901392,4,1419.2687493,1,21,02,01,01,01,02,-1,01,1,NY,36,0,02,03,01,05,1,01,1,01,04,01,05,01,0,200809,01,01,4,U,30000,95,30000,5000,30000,95,30000,35620,5602
20901431,86,167.28935422,3,24,02,01,02,01,17,-1,01,3,NY,36,3,01,01,04,06,3,02,3,-1,06,02,06,01,3,200904,01,02,23,C,1500,40,3000,3000,750,30,1500,XXXXX,-1
20901525,60,220.33289836,2,53,05,03,02,01,04,-1,01,3,FL,12,4,01,01,03,03,2,02,3,-1,05,01,03,01,1,200807,01,06,6,TC,300,5,750,150,300,5,750,XXXXX,XXXX
20901589,87,268.98730437,2,72,07,03,02,01,18,-1,01,4,TX,48,3,01,02,02,05,2,02,4,-1,05,04,06,02,2,200806,01,06,13,TC,50,5,300,25,50,5,300,19100,1922
20901598,60,755.75885306,2,91,09,04,02,03,18,-1,01,3,CA,06,3,01,01,01,05,3,01,3,-1,04,01,05,01,2,200902,01,10,15,U,7000,60,17000,1500,3000,30,7000,31100,4472
20902009,47,1493.7159585,1,51,05,03,02,01,18,-1,01,1,DC,11,1,01,02,01,05,1,01,1,01,04,01,05,01,1,200902,01,01,6,U,17000,60,17000,5000,17000,60,30000,47900,8872
20902755,81,167.70820227,2,53,05,03,02,01,18,-1,01,4,VA,51,2,01,01,03,01,2,02,4,-1,06,01,01,01,1,200810,01,06,18,C,750,60,1500,3000,750,40,1500,XXXXX,XXXX
20903668,51,71.163428071,2,74,07,03,02,01,-7,-1,01,2,TX,48,3,01,01,04,06,2,02,1,-1,01,04,06,02,0,200904,02,10,0,TC,50,5,50,25,50,5,50,XXXXX,-1
20904263,54,306.20924,2,53,05,03,02,01,07,-1,01,5,SC,45,5,01,01,03,03,2,02,5,-1,04,04,06,02,2,200904,01,06,29,TC,50,20,50,25,50,20,50,XXXXX,XXXX
20904553,47,260.78200553,2,91,09,04,02,01,18,-1,01,4,CA,06,3,01,01,01,05,2,01,4,-1,04,01,05,01,1,200812,01,04,17,S,300,40,750,350,750,20,3000,41860,7362
20904816,53,313.7772178,1,91,09,04,02,01,07,-1,01,1,CA,06,1,01,01,01,05,1,01,1,01,02,01,05,01,0,200902,01,09,4,U,3000,30,7000,3000,3000,5,7000,31100,4472
20905037,10,180.97630167,2,72,07,03,02,01,04,-1,01,3,TX,48,2,01,01,02,05,3,02,2,-1,01,01,04,01,0,200811,02,10,2,S,3000,40,7000,5000,3000,0,7000,26420,3362
20905194,10,697.78519269,2,94,09,04,02,01,16,-1,01,2,AK,02,2,01,01,04,06,2,02,2,-1,01,02,06,01,2,200806,01,02,4,TC,300,20,750,150,300,20,750,XXXXX,-1
20906052,17,697.34141142,3,51,05,03,02,01,-8,-1,01,5,FL,12,3,01,01,01,05,3,01,4,-1,01,01,05,01,2,200806,01,04,9,C,1500,20,7000,750,1500,20,7000,33100,4992
20906258,48,502.85615524,1,54,05,03,02,01,06,-1,01,2,GA,13,1,02,01,04,06,2,02,2,-1,01,01,01,01,1,200808,01,02,4,TC,750,30,1500,750,750,30,1500,XXXXX,-1
20906388,12,97.291662085,2,92,09,04,02,01,09,-1,01,2,CA,06,2,01,01,02,04,2,02,2,-1,07,01,04,01,0,200804,01,10,5,C,3000,50,7000,3000,3000,20,17000,41740,7320
20906409,95,311.25595681,1,91,09,04,02,01,17,-1,01,1,CA,06,2,01,01,01,05,1,01,1,01,07,01,05,01,0,200811,01,09,11,S,1500,30,7000,3000,3000,30,7000,41860,7362
20906463,6,5500.9021859,2,32,03,02,02,01,18,-1,01,2,MI,26,3,01,01,02,05,2,02,1,-1,03,01,04,01,0,200809,02,02,0,S,1500,5,3000,350,1500,20,3000,19820,2162
20906539,49,71.13919125,2,51,05,03,02,02,13,-1,01,2,DC,11,3,01,01,01,05,2,01,2,-1,01,01,05,01,0,200903,01,10,3,U,7000,50,17000,3000,3000,50,7000,47900,8872
20906669,90,87.95638087,2,52,05,03,02,01,17,-1,01,2,VA,51,2,01,01,02,04,2,02,2,-1,05,01,04,01,1,200903,01,10,12,C,1500,40,7000,1500,1500,30,3000,47260,5720
20907273,49,427.6190564,2,72,07,03,02,01,10,-1,01,3,TX,48,2,01,01,02,05,3,02,3,-1,02,01,04,01,1,200811,01,10,3,S,1500,20,3000,3000,1500,5,3000,19100,1922
20907741,54,31.238650145,1,53,05,03,02,01,04,-1,01,2,VA,51,2,01,01,03,01,2,02,2,-1,07,04,06,02,0,200811,01,10,15,TC,300,20,300,75,300,20,300,XXXXX,XXXX
20908038,87,153.82860535,1,72,07,03,02,01,11,-1,01,1,TX,48,1,01,01,02,04,1,02,1,01,03,01,03,01,0,200810,01,09,6,S,3000,60,3000,1500,1500,60,3000,12420,0640
20908289,69,102.60744594,2,53,05,03,02,01,16,-1,01,4,VA,51,3,01,01,03,03,2,02,3,-1,05,04,06,02,1,200812,01,04,0,TC,50,20,50,25,50,5,50,40060,XXXX
20908506,26,315.49641755,3,23,02,01,02,01,18,-1,01,4,NY,36,3,01,01,03,02,2,02,4,-1,06,01,01,01,3,200810,01,06,19,S,300,40,3000,3000,1500,60,3000,XXXXX,XXXX
20908793,18,50.927343679,2,74,07,03,02,01,10,-1,01,2,TX,48,2,01,04,04,06,2,02,2,-1,05,02,06,01,0,200901,01,10,0,TC,50,40,50,25,300,40,750,XXXXX,-1
20908850,83,556.53155229,1,54,05,03,02,01,04,-1,01,1,NC,37,1,01,04,04,06,1,02,1,01,07,04,06,02,1,200811,01,01,8,TC,50,30,50,25,50,20,50,XXXXX,-1
20908896,41,76.411736645,1,53,05,03,02,01,07,-1,01,1,SC,45,1,01,01,03,03,1,02,1,01,02,04,06,02,0,200903,01,09,0,TC,300,20,300,75,300,5,300,XXXXX,XXXX
20909259,31,30.007513521,2,83,08,04,02,01,03,-1,01,3,AZ,04,2,01,01,03,03,2,02,2,-1,04,04,06,02,2,200811,01,08,4,TC,750,5,1500,350,750,5,1500,XXXXX,XXXX
20910527,41,1930.3690341,3,63,06,03,02,01,07,-1,01,3,TN,47,3,01,04,03,01,3,02,3,-1,04,04,06,02,2,200808,01,02,13,TC,50,20,50,25,50,5,50,XXXXX,XXXX
20910602,8,1008.8220837,3,84,08,04,02,01,07,-1,01,3,MT,30,6,01,01,04,06,3,02,2,-1,02,04,06,02,1,200903,02,10,6,TC,50,20,50,25,50,20,300,XXXXX,-1
20910974,26,209.32920576,2,73,07,03,01,07,10,-1,01,2,TX,48,2,01,01,03,03,2,02,2,-1,07,01,03,01,0,200810,01,10,3,C,1500,30,7000,1500,1500,40,7000,XXXXX,XXXX
20912857,75,1511.9396798,1,23,02,01,02,01,04,-1,01,2,PA,42,1,01,01,03,03,2,02,2,-1,07,04,06,02,0,200805,01,10,4,TC,50,20,300,25,50,20,300,XXXXX,XXXX
20912875,35,776.76164914,1,91,09,04,02,01,03,-1,01,1,CA,06,1,02,03,01,05,1,01,1,01,04,01,02,01,0,200901,01,09,4,C,3000,70,3000,3000,3000,70,3000,40140,4472
20913069,48,313.34438979,2,21,02,01,02,01,03,-1,01,3,NY,36,2,01,01,01,05,3,01,3,-1,02,01,05,01,1,200810,01,10,9,C,3000,50,7000,3000,3000,30,7000,35620,5602
20913180,78,116.8052866,2,52,05,03,02,01,18,-1,01,2,FL,12,4,01,01,02,04,2,02,2,-1,07,01,05,01,1,200901,01,02,10,S,1500,5,3000,750,1500,0,3000,33100,8960
20913500,51,8.1120050766,2,83,08,04,02,01,04,-1,01,3,AZ,04,2,01,01,03,03,3,02,3,-1,01,01,03,01,1,200810,01,10,4,S,1500,20,7000,750,1500,30,3000,XXXXX,XXXX
20914075,14,2413.3182797,2,84,08,04,-7,-7,-7,-1,01,2,ID,16,3,01,01,04,06,2,02,2,-1,05,04,06,02,2,200812,01,02,4,TC,50,20,50,25,50,5,50,XXXXX,-1
20914217,47,186.34572742,2,72,07,03,02,01,04,-1,01,2,TX,48,2,01,01,02,04,2,02,2,-1,05,01,03,01,2,200807,01,02,0,U,3000,80,7000,3000,7000,90,17000,12420,0640
20914619,30,9491.3486947,2,21,02,01,02,01,04,-1,01,3,NJ,34,1,02,03,01,05,1,01,3,-1,02,01,05,01,1,200808,01,05,13,S,1500,20,7000,3000,1500,20,7000,35620,5602
20914749,77,196.7663198,2,44,04,02,02,01,13,-1,01,4,IA,19,2,01,01,04,06,2,02,4,-1,04,04,06,02,2,200904,01,06,25,TC,50,20,50,25,50,20,50,XXXXX,-1
20914776,41,2318.4406709,1,72,07,03,02,02,06,-1,01,1,TX,48,2,02,03,02,04,1,02,1,01,04,01,04,01,1,200804,01,01,5,C,1500,60,3000,3000,3000,40,7000,41700,7240
20914897,85,140.53333397,3,21,02,01,01,07,18,-1,01,3,NY,36,3,01,01,01,05,3,01,3,-1,02,04,06,02,1,200812,01,02,3,TC,50,20,300,25,50,20,300,XXXXX,5602
20914963,93,8405.699855,1,34,03,02,02,01,08,-1,01,1,MI,26,1,01,01,04,06,1,02,1,01,05,02,06,01,1,200901,01,01,6,C,3000,50,7000,5000,3000,60,7000,XXXXX,-1
20915308,75,30.995289134,2,53,05,03,02,01,10,-1,01,2,VA,51,2,01,03,03,01,2,02,2,-1,01,01,01,01,0,200901,01,10,12,C,1500,50,3000,1500,1500,50,3000,XXXXX,XXXX
20915504,91,5043.0073628,3,42,04,02,02,01,06,-1,01,4,MN,27,2,01,01,02,04,3,02,4,-1,02,01,04,01,1,200806,01,06,19,C,1500,40,3000,750,1500,20,7000,33460,5120
20915830,2,963.63015058,2,52,05,03,-7,-7,-7,-1,01,4,NC,37,2,01,01,02,04,2,02,4,-1,05,01,01,01,1,200901,01,06,10,TC,750,30,1500,750,750,20,1500,16740,1520
20916248,58,137.49715522,1,72,07,03,02,01,04,-1,01,1,TX,48,1,01,02,02,05,1,02,1,01,07,01,04,01,0,200807,01,09,5,C,3000,40,7000,750,3000,50,7000,19100,1922
20916275,3,10804.063274,2,44,04,02,02,01,-7,-1,01,3,IA,19,3,01,01,04,06,2,02,3,-1,04,04,06,02,2,200808,01,06,20,TC,50,20,50,25,50,20,50,XXXXX,-1
20916686,26,40.757115988,2,54,05,03,02,01,12,-1,01,2,VA,51,2,01,03,04,06,2,02,2,-1,07,02,06,01,1,200903,01,02,7,TC,300,40,750,750,300,20,1500,XXXXX,-1
20916967,47,162.63652219,2,53,05,03,02,01,16,-1,01,2,FL,12,1,01,02,03,02,2,02,2,-1,05,01,01,01,0,200808,01,10,6,C,1500,40,3000,1500,1500,60,3000,XXXXX,XXXX
20917049,21,507.25552044,4,91,09,04,02,01,18,-1,01,4,CA,06,4,01,01,01,05,4,01,4,-1,05,01,02,01,3,200901,01,02,17,C,1500,30,3000,1500,3000,50,7000,41860,7362
20917254,65,719.33596453,2,53,05,03,02,02,13,-1,01,5,GA,13,2,02,01,03,02,3,02,5,-1,03,01,02,01,2,200810,01,06,20,TC,50,95,50,25,50,95,50,XXXXX,XXXX
20917786,74,248.28669049,2,51,05,03,02,01,06,-1,01,2,VA,51,2,02,03,01,05,2,01,2,-1,03,01,01,01,2,200810,01,02,12,C,1500,70,3000,5000,3000,90,7000,47900,8872
20917861,96,266.81361282,2,72,07,03,02,01,17,-1,01,2,TX,48,2,01,01,02,04,2,02,1,-1,01,01,03,01,1,200806,02,02,2,C,1500,20,7000,750,3000,50,7000,12420,0640
20918279,81,606.79305995,2,53,05,03,02,02,04,-1,01,2,VA,51,3,02,01,03,03,2,02,1,-1,04,04,06,02,1,200807,02,02,6,TC,50,20,50,25,50,20,50,40060,XXXX
20918514,73,2914.3761531,1,54,05,03,02,01,04,-1,01,3,VA,51,1,02,01,04,06,2,02,3,-1,04,04,06,02,1,200809,01,04,6,TC,50,30,50,25,50,30,50,XXXXX,-1
20918774,69,172.79435961,3,53,05,03,02,02,01,-1,01,3,VA,51,3,01,01,03,03,3,02,3,-1,06,01,03,01,2,200811,01,10,8,S,750,20,3000,350,750,5,3000,40060,XXXX
20918895,41,804.75399663,2,83,08,04,02,01,16,-1,01,6,UT,49,2,01,01,03,02,2,02,6,-1,03,01,02,01,1,200812,01,06,19,TC,300,5,750,150,50,5,300,XXXXX,XXXX
20919212,85,1333.5268631,4,91,09,04,02,01,18,-1,01,4,CA,06,6,01,01,01,05,4,01,4,-1,03,01,04,01,3,200809,01,08,19,S,300,20,750,75,300,0,750,41940,7362
20919575,85,397.80956288,2,92,09,04,02,01,17,-1,01,2,CA,06,2,02,02,02,04,2,02,2,-1,06,01,04,01,2,200811,01,02,11,U,7000,60,7000,5000,7000,80,17000,41740,7320
20920272,84,21.830290339,2,21,02,01,02,01,18,-1,01,3,NY,36,2,01,01,01,05,2,01,3,-1,02,04,06,02,2,200810,01,06,17,TC,50,20,300,25,50,5,300,35620,5602
20920834,68,45.466759627,2,92,09,04,02,01,-7,-1,01,2,CA,06,3,01,01,02,04,2,02,2,-1,03,01,04,01,0,200812,01,10,4,C,3000,30,7000,1500,3000,5,7000,41740,7320
20921279,78,2545.8217454,2,23,02,01,02,01,12,-1,01,2,PA,42,2,01,01,03,03,2,02,2,-1,04,04,06,02,1,200807,01,10,2,TC,300,5,300,350,300,5,300,XXXXX,XXXX
20921354,59,102.80964794,1,52,05,03,02,01,13,-1,01,1,NC,37,1,01,01,02,04,1,02,1,01,06,01,01,01,1,200808,01,01,10,C,750,50,3000,750,750,50,3000,XXXXX,3120
20922696,74,87.077654975,2,21,02,01,02,01,18,-1,01,2,NY,36,2,01,01,01,05,2,01,2,-1,06,01,01,01,1,200812,01,10,5,S,1500,20,3000,1500,750,5,3000,XXXXX,5602
20923303,77,139.66625112,2,53,05,03,02,01,17,-1,01,3,VA,51,4,01,01,03,03,3,02,3,-1,06,04,06,02,1,200904,01,02,8,TC,300,30,750,150,300,5,300,40060,XXXX
20923769,11,288.74137096,1,73,07,03,02,01,15,-1,01,1,TX,48,1,01,01,03,01,1,02,1,01,03,01,01,01,1,200812,01,01,0,S,1500,50,3000,1500,1500,40,3000,XXXXX,XXXX
20924926,72,19.848864638,3,43,04,02,02,01,12,-1,01,3,SD,46,6,01,01,03,01,3,02,3,-1,05,04,06,02,2,200808,01,08,20,TC,50,5,50,25,50,5,50,XXXXX,XXXX
20925802,76,19.493314669,2,14,01,01,02,01,17,-1,01,2,VT,50,2,01,01,04,06,2,02,2,-1,06,04,06,02,0,200807,01,10,7,TC,50,5,50,25,50,5,50,XXXXX,-1
20925950,72,506.64583041,1,73,07,03,01,07,13,-1,01,1,TX,48,1,01,01,03,02,1,02,1,01,07,01,01,01,1,200810,01,01,4,TC,750,20,1500,350,750,5,3000,XXXXX,XXXX
20926096,38,92.372931768,1,23,02,01,02,01,03,-1,01,1,NY,36,0,01,04,03,03,1,02,1,01,01,01,01,01,0,200904,01,09,0,TC,750,30,1500,1500,300,40,750,XXXXX,XXXX
20926247,25,587.32127151,1,54,05,03,02,02,02,-1,01,3,GA,13,1,01,04,04,06,2,02,2,-1,07,04,06,02,1,200903,02,08,0,TC,50,30,50,75,50,5,50,XXXXX,-1
20926797,13,147.28025045,2,14,01,01,02,01,12,-1,01,2,VT,50,2,01,01,04,06,2,02,2,-1,02,02,06,01,2,200809,01,02,4,TC,50,40,300,75,300,40,300,XXXXX,-1
20927132,4,115.17241902,3,52,05,03,01,01,10,-1,01,3,NC,37,3,01,04,02,04,3,02,2,-1,06,04,06,02,1,200805,02,08,13,TC,50,20,300,75,50,20,300,XXXXX,3120
20927664,54,908.32733427,2,63,06,03,01,01,04,-1,01,4,TN,47,4,01,01,03,01,2,02,4,-1,04,01,01,01,1,200804,01,06,14,TC,300,30,750,350,300,20,750,XXXXX,XXXX
20928102,28,363.27359445,4,52,05,03,02,01,-7,-1,01,5,FL,12,4,01,01,02,04,4,02,4,-1,02,04,06,02,1,200809,01,04,19,TC,300,20,1500,150,300,20,1500,45300,8280
20928175,79,15.224009287,1,43,04,02,02,01,04,-1,01,1,IA,19,1,01,01,03,01,1,02,1,01,03,01,01,01,0,200903,01,09,5,C,1500,30,3000,1500,1500,5,3000,XXXXX,XXXX
