HOUSEID,VARSTRAT,WTHHFIN,DRVRCNT,CDIVMSAR,CENSUS_D,CENSUS_R,HH_HISP,HH_RACE,HHFAMINC,HHRELATD,HHRESP,HHSIZE,HHSTATE,HHSTFIPS,HHVEHCNT,HOMEOWN,HOMETYPE,MSACAT,MSASIZE,NUMADLT,RAIL,RESP_CNT,SCRESP,TRAVDAY,URBAN,URBANSIZE,URBRUR,WRKCOUNT,TDAYDATE,FLAG100,LIF_CYC,CNTTDHH,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,HH_CBSA,HHC_MSA
20098948,52,18.931883397,2,54,05,03,02,01,07,-1,01,2,VA,51,2,01,01,04,06,2,02,2,-1,01,04,06,02,0,200808,01,10,0,TC,50,30,300,150,50,5,300,XXXXX,-1
20099141,20,83.320406781,1,53,05,03,02,01,03,-1,01,1,SC,45,1,01,01,03,03,1,02,1,01,07,01,02,01,0,200805,01,09,0,S,300,30,1500,150,750,30,1500,XXXXX,XXXX
20099196,91,11.716698119,2,83,08,04,02,01,18,-1,01,2,AZ,04,3,01,01,03,03,2,02,2,-1,06,01,03,01,1,200809,01,10,9,S,750,5,1500,350,300,5,750,XXXXX,XXXX
20099507,84,377.23252197,2,91,09,04,02,01,18,-1,01,4,CA,06,3,01,01,01,05,2,01,3,-1,02,01,05,01,1,200807,02,06,19,U,7000,50,17000,3000,3000,30,7000,31100,4472
20099646,58,4556.3027866,1,64,06,03,02,01,05,-1,01,4,TN,47,2,02,03,04,06,2,02,2,-1,03,01,01,01,1,200805,01,04,4,C,750,60,1500,3000,750,50,1500,XXXXX,-1
20099703,22,4145.5607538,3,43,04,02,02,01,18,-1,01,3,NE,31,3,01,01,03,03,2,02,2,-1,04,04,06,02,1,200806,02,06,0,TC,50,5,50,25,50,5,50,XXXXX,XXXX
20100382,29,79.528973998,2,21,02,01,02,03,18,-1,01,4,NY,36,2,01,01,01,05,2,01,3,-1,01,01,05,01,1,200901,02,06,6,S,300,0,1500,1500,750,0,3000,35620,5602
20100579,19,583.73591327,1,91,09,04,02,02,05,-1,01,2,CA,06,1,02,03,01,05,2,01,2,-1,02,01,05,01,0,200808,01,10,6,U,3000,20,7000,750,3000,40,7000,41860,7362
20100739,6,14668.407787,2,32,03,02,02,01,09,-1,01,2,OH,39,2,01,01,02,04,2,02,1,-1,06,01,04,01,1,200811,02,02,0,S,1500,50,3000,5000,750,40,1500,18140,1840
20101848,17,129.95655575,1,43,04,02,02,01,02,-1,01,1,SD,46,1,02,03,03,01,1,02,1,01,04,01,01,01,0,200807,01,01,5,C,7000,70,7000,3000,7000,70,7000,XXXXX,XXXX
20101875,12,191.04520713,2,54,05,03,02,01,08,-1,01,2,NC,37,3,01,01,04,06,2,02,2,-1,02,02,06,01,1,200805,01,10,11,TC,300,20,750,350,300,40,750,XXXXX,-1
20102658,12,127.39803678,2,92,09,04,02,01,-7,-1,01,2,CA,06,2,01,01,02,04,2,02,2,-1,05,01,04,01,1,200804,01,10,5,S,1500,30,7000,1500,1500,30,3000,41740,7320
20102872,25,200.45822675,2,92,09,04,02,01,18,-1,01,2,CA,06,4,01,01,02,04,2,02,2,-1,04,04,06,02,2,200901,01,02,10,TC,300,5,300,75,50,5,300,41740,7320
20102957,92,233.72930757,1,91,09,04,02,03,09,-1,01,2,CA,06,2,01,01,01,05,2,01,2,-1,04,01,05,01,0,200904,01,10,0,U,3000,20,17000,350,3000,20,17000,31100,4472
20103075,92,74.202212433,2,92,09,04,02,01,17,-1,01,2,CA,06,3,01,01,02,04,2,02,2,-1,07,01,04,01,0,200804,01,10,6,C,1500,20,7000,1500,1500,20,3000,41740,7320
20104120,93,118.85310918,2,43,04,02,02,01,02,-1,01,2,NE,31,1,01,01,03,03,2,02,2,-1,02,01,03,01,2,200805,01,02,6,S,3000,50,7000,1500,1500,50,7000,XXXXX,XXXX
20104607,28,1565.1659182,2,74,07,03,02,01,03,-1,01,2,AR,05,2,01,01,04,06,2,02,2,-1,02,04,06,02,0,200803,01,10,3,TC,50,20,50,25,50,20,50,XXXXX,-1
20105024,18,248.66623796,1,54,05,03,02,01,04,-1,01,1,VA,51,2,02,04,04,06,1,02,1,01,05,04,06,02,1,200811,01,01,4,TC,50,30,50,25,50,40,300,XXXXX,-1
20105417,64,198.83784412,3,52,05,03,02,01,06,-1,01,3,NC,37,6,01,01,02,04,3,02,3,-1,04,01,02,01,2,200901,01,08,14,TC,300,5,300,75,300,5,750,XXXXX,3120
20105828,87,138.26669538,2,54,05,03,02,04,16,-1,01,2,FL,12,4,01,04,04,06,2,02,1,-1,07,04,06,02,1,200811,02,02,1,TC,50,30,50,25,50,20,50,XXXXX,-1
20106441,31,641.30612781,3,91,09,04,02,02,01,-1,01,6,CA,06,3,01,01,01,05,4,01,6,-1,03,01,05,01,1,200806,01,06,14,U,7000,70,17000,1500,7000,80,30000,31100,4472
20106562,97,307.89281421,2,91,09,04,02,01,-8,-1,01,2,CA,06,2,01,01,01,05,2,01,1,-1,05,01,05,01,0,200810,02,10,0,S,3000,5,7000,750,3000,5,7000,31100,4472
20106647,57,320.09776498,2,72,07,03,02,03,18,-1,01,5,TX,48,2,01,01,02,05,2,02,5,-1,02,01,04,01,2,200903,01,06,15,TC,750,5,1500,150,300,5,1500,26420,3362
20107046,12,129.37334399,2,74,07,03,02,01,18,-1,01,2,TX,48,3,01,01,04,06,2,02,1,-1,06,02,06,01,0,200812,02,02,2,TC,300,40,300,350,300,40,750,XXXXX,-1
20107149,96,248.99269799,2,94,09,04,02,01,16,-1,01,2,CA,06,2,01,01,04,06,2,02,2,-1,05,02,06,01,1,200807,01,02,4,TC,50,30,300,25,300,40,750,XXXXX,-1
20107158,76,68.725368058,2,43,04,02,02,01,04,-1,01,2,SD,46,2,01,01,03,01,2,02,2,-1,02,04,06,02,1,200806,01,02,5,TC,50,20,300,350,50,5,300,XXXXX,XXXX
20107813,53,370.43250333,1,54,05,03,02,01,02,-1,01,1,FL,12,1,01,01,04,06,1,02,1,01,06,01,01,01,0,200810,01,09,5,TC,750,20,1500,750,1500,30,1500,XXXXX,-1
20107970,77,14.21717754,2,54,05,03,02,01,-8,-1,01,2,SC,45,2,01,02,04,06,2,02,1,-1,07,04,06,02,0,200901,02,10,5,TC,300,20,300,150,300,5,750,XXXXX,-1
20109161,80,112.14566248,1,54,05,03,02,01,05,-1,01,1,NC,37,1,01,01,04,06,1,02,1,01,01,04,06,02,0,200810,01,01,6,TC,50,20,50,25,50,30,50,XXXXX,-1
20109488,91,219.63212893,3,74,07,03,02,01,03,-1,01,5,TX,48,3,01,04,04,06,4,02,5,-1,07,04,06,02,1,200806,01,04,6,TC,50,5,50,25,50,5,50,XXXXX,-1
20109581,89,114.08873289,0,74,07,03,02,01,06,-1,01,1,TX,48,0,01,01,04,06,1,02,1,01,07,02,06,01,0,200810,01,09,0,TC,300,40,300,350,300,50,750,19100,-1
20109693,72,201.59898675,1,83,08,04,02,01,01,-1,01,1,AZ,04,0,02,03,03,03,1,02,1,01,02,01,03,01,1,200809,01,01,2,U,1500,80,3000,5000,3000,90,7000,XXXXX,XXXX
20110327,30,26.068378387,3,53,05,03,02,01,09,-1,01,7,VA,51,4,01,01,03,01,5,02,6,-1,03,04,06,02,3,200808,01,04,7,TC,50,20,50,25,50,30,50,XXXXX,XXXX
20110448,65,804.41726389,2,54,05,03,02,02,04,-1,01,4,SC,45,3,01,04,04,06,3,02,3,-1,07,04,06,02,1,200812,01,06,8,TC,50,30,50,25,50,30,50,XXXXX,-1
20110886,66,116.01442954,2,23,02,01,02,01,15,-1,01,3,NY,36,3,01,04,03,02,2,02,3,-1,03,04,06,02,2,200806,01,06,17,TC,50,20,50,25,50,5,50,XXXXX,XXXX
20111481,36,82.767369762,2,72,07,03,02,01,06,-1,01,2,TX,48,2,01,01,02,05,2,02,2,-1,02,01,04,01,0,200901,01,10,4,S,750,5,3000,750,750,5,3000,19100,1922
20111708,4,4509.8700906,1,51,05,03,02,01,11,-1,01,1,WV,54,1,01,01,01,05,1,01,1,01,04,04,06,02,1,200806,01,01,4,TC,300,20,300,75,50,5,300,XXXXX,8872
20111874,9,32.991495443,2,53,05,03,02,01,05,-1,01,2,VA,51,2,01,01,03,01,2,02,2,-1,03,04,06,02,0,200804,01,10,3,TC,50,20,50,25,50,20,50,XXXXX,XXXX
20112488,54,142.11520264,1,23,02,01,02,01,04,-1,01,1,NY,36,1,02,02,03,01,1,02,1,01,05,01,01,01,0,200807,01,09,0,TC,50,30,300,150,1500,50,3000,XXXXX,XXXX
20112572,28,233.81920759,2,72,07,03,02,01,18,-1,01,3,TX,48,2,01,01,02,05,2,02,2,-1,04,01,02,01,2,200901,01,04,11,S,300,20,1500,150,300,5,1500,19100,1922
20112648,87,484.08303698,0,32,03,02,02,01,-8,-1,01,1,IN,18,0,01,01,02,04,1,02,1,01,07,01,01,01,0,200809,01,09,0,S,1500,20,3000,350,750,20,1500,XXXXX,3480
20112666,100,3459.7869142,1,93,09,04,02,01,03,-1,01,1,WA,53,1,02,03,03,01,1,02,1,01,05,01,01,01,0,200807,01,09,2,C,1500,60,3000,5000,3000,60,7000,XXXXX,XXXX
20113476,16,285.46962747,2,72,07,03,02,01,18,-1,01,3,TX,48,2,01,01,02,05,2,02,2,-1,06,01,04,01,2,200806,01,04,3,C,3000,40,7000,1500,1500,5,7000,19100,1922
20113609,32,152.08816166,2,52,05,03,02,01,14,-1,01,6,VA,51,2,01,01,02,04,2,02,6,-1,03,01,04,01,1,200811,01,06,18,C,1500,5,3000,750,1500,5,7000,47260,5720
20113850,22,1192.1784448,2,34,03,02,02,01,12,-1,01,3,IN,18,7,01,01,04,06,2,02,3,-1,07,04,06,02,1,200901,01,06,0,TC,50,20,50,25,750,30,1500,XXXXX,-1
20114316,30,357.27657262,1,23,02,01,02,01,02,-1,01,1,NY,36,1,02,03,03,02,1,02,1,01,01,01,01,01,0,200808,01,01,0,C,7000,90,7000,5000,3000,95,3000,XXXXX,XXXX
20114370,8,1253.1607853,1,91,09,04,02,01,17,-1,01,1,CA,06,2,01,01,01,05,1,01,1,01,06,01,02,01,1,200808,01,01,8,C,1500,40,7000,3000,1500,30,3000,41860,7362
20115667,45,226.25208187,2,23,02,01,02,01,12,-1,01,2,NY,36,2,01,01,03,03,2,02,2,-1,04,01,02,01,2,200812,01,02,5,S,1500,30,3000,3000,1500,50,3000,XXXXX,XXXX
20115760,97,84.213464882,0,53,05,03,02,01,03,-1,01,1,VA,51,0,02,03,03,01,1,02,1,01,01,01,01,01,0,200901,01,01,0,C,3000,60,7000,750,3000,70,7000,XXXXX,XXXX
20115809,25,1023.2523314,2,63,06,03,02,01,17,-1,01,3,TN,47,2,01,01,03,02,2,02,3,-1,07,01,02,01,2,200808,01,06,12,S,1500,20,3000,750,1500,30,3000,XXXXX,XXXX
20116075,91,213.11713811,2,53,05,03,02,01,18,-1,01,2,VA,51,2,02,01,03,03,2,02,1,-1,07,01,03,01,0,200901,02,10,0,S,1500,40,3000,750,1500,50,3000,40060,XXXX
20116150,90,188.83437491,1,52,05,03,02,01,16,-1,01,1,FL,12,1,01,01,02,04,1,02,1,01,05,04,06,02,0,200809,01,09,13,TC,300,5,300,75,300,5,300,36740,5960
20116178,14,1143.0426724,2,51,05,03,02,01,14,-1,01,2,GA,13,2,01,01,01,05,2,01,2,-1,04,01,05,01,2,200903,01,02,7,S,750,5,3000,350,750,5,3000,12060,0520
20116196,36,26.911094051,2,24,02,01,02,01,10,-1,01,2,NY,36,3,01,04,04,06,2,02,2,-1,02,04,06,02,2,200807,01,02,12,TC,50,20,50,25,50,20,50,XXXXX,-1
20117616,32,484.57383172,1,72,07,03,02,01,10,-1,01,1,TX,48,1,01,03,02,05,1,02,1,01,05,01,04,01,1,200808,01,01,4,U,3000,95,7000,5000,3000,95,7000,19100,1922
20118426,95,4939.7242654,2,93,09,04,02,01,18,-1,01,2,WA,53,2,01,04,03,01,2,02,2,-1,05,01,01,01,2,200810,01,02,13,C,1500,60,3000,5000,3000,20,7000,XXXXX,XXXX
20119629,81,384.14211319,2,52,05,03,02,01,14,-1,01,2,FL,12,3,01,01,02,04,2,02,2,-1,06,01,03,01,2,200902,01,02,10,C,3000,30,3000,1500,1500,20,3000,27260,3600
20120803,19,659.33529487,2,33,03,02,02,01,17,-1,01,2,WI,55,2,01,01,03,02,2,02,1,-1,04,04,06,02,1,200809,02,02,4,TC,50,30,300,150,50,20,50,XXXXX,XXXX
20121024,18,72.880008302,3,92,09,04,02,01,15,-1,01,3,CA,06,3,01,01,02,04,3,02,3,-1,06,01,04,01,1,200903,01,08,6,S,300,20,750,75,300,5,1500,41740,7320
20121426,67,77.964263428,1,43,04,02,02,01,03,-1,01,1,NE,31,1,01,01,03,03,1,02,1,01,02,01,03,01,0,200902,01,09,15,S,3000,40,7000,3000,3000,5,7000,XXXXX,XXXX
20121686,13,151.87271169,2,92,09,04,02,01,18,-1,01,4,CA,06,3,01,01,02,04,2,02,4,-1,02,01,04,01,2,200901,01,06,11,S,1500,30,3000,350,1500,30,3000,41740,7320
20123000,66,36.355134075,2,51,05,03,02,01,18,-1,01,2,VA,51,2,01,01,01,05,2,01,2,-1,03,04,06,02,0,200902,01,10,5,TC,50,5,300,25,50,5,50,47900,8872
20123037,61,294.25436957,2,64,06,03,02,01,18,-1,01,2,TN,47,2,01,01,04,06,2,02,2,-1,06,04,06,02,0,200807,01,10,9,TC,50,20,50,25,50,20,300,XXXXX,-1
20124098,29,478.04358487,1,62,06,03,02,01,02,-1,01,1,TN,47,1,01,-7,02,04,1,02,1,01,07,04,06,02,0,200806,01,01,0,TC,50,20,300,25,300,5,300,34980,5360
20124249,21,168.27811097,2,72,07,03,02,01,18,-1,01,2,TX,48,4,01,01,02,05,2,02,2,-1,04,01,04,01,1,200806,01,10,12,U,3000,40,7000,5000,3000,30,7000,26420,3362
20124276,51,202.76574096,2,72,07,03,02,01,16,-1,01,2,TX,48,2,01,01,02,05,2,02,2,-1,05,01,04,01,1,200809,01,02,8,S,300,20,1500,3000,300,5,300,19100,1922
20124708,79,1347.1076045,2,52,05,03,02,02,10,-1,01,4,FL,12,2,01,01,02,04,2,02,3,-1,04,01,04,01,1,200901,01,04,4,C,1500,40,7000,750,1500,5,7000,36740,5960
20125358,35,415.71505807,2,91,09,04,02,01,18,-1,01,2,CA,06,2,01,01,01,05,2,01,2,-1,03,01,02,01,0,200904,01,02,6,S,1500,20,1500,1500,1500,20,1500,40140,4472
20125460,11,254.1210012,2,72,07,03,02,01,17,-1,01,2,TX,48,2,01,01,02,05,2,02,1,-1,01,01,02,01,1,200903,02,02,9,C,3000,20,7000,1500,3000,20,7000,19100,1922
20125808,82,100.05173956,3,53,05,03,02,01,18,-1,01,4,SC,45,3,01,02,03,03,2,02,4,-1,02,01,02,01,2,200809,01,06,26,C,1500,40,3000,750,1500,40,3000,XXXXX,XXXX
20125956,31,103.65577559,2,92,09,04,02,01,14,-1,01,2,CA,06,2,01,01,02,04,2,02,2,-1,05,01,04,01,1,200812,01,10,7,S,3000,30,7000,1500,1500,5,3000,41740,7320
20126412,84,25.257383636,1,24,02,01,02,01,04,-1,01,1,NY,36,1,01,03,04,06,1,02,1,01,06,01,01,01,0,200808,01,09,4,TC,300,30,750,350,750,40,3000,XXXXX,-1
20126449,64,381.36980577,1,23,02,01,02,01,-7,-1,01,1,NY,36,1,01,04,03,03,1,02,1,01,05,04,06,02,1,200902,01,01,2,TC,50,5,300,25,50,5,300,XXXXX,XXXX
20126533,61,331.86154727,2,72,07,03,02,01,17,-1,01,4,TX,48,2,01,01,02,05,2,02,3,-1,06,01,04,01,2,200806,01,04,16,C,1500,30,7000,750,1500,40,3000,19100,1922
20128395,30,100.17675412,2,53,05,03,02,01,12,-1,01,2,VA,51,2,01,01,03,03,2,02,2,-1,06,01,03,01,0,200809,01,10,4,S,750,30,3000,750,1500,60,3000,40060,XXXX
20128528,27,15013.876333,3,72,07,03,02,01,11,-1,01,4,OK,40,2,01,01,02,04,2,02,2,-1,01,01,03,01,2,200812,01,08,4,C,3000,30,7000,750,3000,40,7000,36420,5880
20128582,93,77.632119972,2,73,07,03,02,01,-7,-1,01,2,TX,48,3,01,01,03,01,2,02,2,-1,06,01,01,01,0,200904,01,10,12,C,750,40,1500,1500,1500,60,3000,XXXXX,XXXX
20129187,23,110.06243669,2,92,09,04,02,01,18,-1,01,4,CA,06,3,01,01,02,04,2,02,4,-1,02,01,04,01,2,200807,01,06,10,TC,50,5,300,75,50,5,300,41740,7320
20129767,72,2221.7350461,1,51,05,03,02,02,16,-1,01,2,VA,51,2,01,03,01,05,2,01,2,-1,02,01,05,01,2,200805,01,02,13,S,750,40,1500,3000,750,30,1500,47900,8872
20130389,58,40.726510769,2,21,02,01,02,97,18,-1,01,4,NY,36,3,01,01,01,05,2,01,3,-1,03,04,06,02,2,200902,01,04,4,TC,300,5,300,350,300,5,300,35620,5602
20131274,18,235.47296629,2,72,07,03,02,03,18,-1,01,4,TX,48,2,01,01,02,05,2,02,4,-1,07,01,04,01,2,200807,01,06,8,S,750,20,1500,350,1500,30,7000,19100,1922
20131443,41,1743.8337336,4,63,06,03,02,01,18,-1,01,4,TN,47,4,01,01,03,02,3,02,4,-1,07,04,06,02,3,200809,01,08,8,TC,300,20,300,350,50,20,300,XXXXX,XXXX
20131706,37,207.08291212,0,23,02,01,02,01,02,-1,01,1,NY,36,0,02,03,03,02,1,02,1,01,07,01,01,01,0,200808,01,09,4,C,1500,60,3000,750,7000,80,7000,XXXXX,XXXX
20131845,50,431.1004254,0,72,07,03,02,01,03,-1,01,1,TX,48,0,02,03,02,04,1,02,1,01,03,02,06,01,0,200812,01,09,0,TC,300,40,300,150,50,40,300,12420,0640
20132002,54,265.02875188,2,24,02,01,02,01,18,-1,01,3,NY,36,2,01,01,04,06,2,02,2,-1,02,01,01,01,1,200811,02,06,11,TC,300,30,750,350,300,20,300,XXXXX,-1
20132150,41,207.72196651,3,73,07,03,02,01,17,-1,01,3,TX,48,3,01,02,03,01,2,02,3,-1,07,01,01,01,2,200812,01,08,15,C,3000,40,7000,1500,1500,50,3000,XXXXX,XXXX
20132217,84,12.411808184,2,21,02,01,02,01,18,-1,01,2,NY,36,3,01,01,01,05,2,01,2,-1,05,04,06,02,1,200810,01,10,6,TC,50,20,300,25,50,20,300,35620,5602
20132374,32,60.086839274,2,82,08,04,02,01,17,-1,01,4,AZ,04,2,01,01,02,05,2,02,1,-1,06,01,04,01,1,200810,02,06,6,S,750,0,3000,350,750,0,3000,38060,6200
20132486,72,743.18277817,2,74,07,03,01,07,15,-1,01,4,TX,48,2,01,01,04,06,2,02,2,-1,03,02,06,01,1,200809,01,04,13,C,50,20,300,25,750,20,3000,XXXXX,-1
20133821,11,418.32554237,1,54,05,03,02,01,05,-1,01,1,SC,45,1,01,03,04,06,1,02,1,01,07,02,06,01,1,200805,01,09,0,TC,300,20,750,350,300,20,750,XXXXX,-1
20133885,60,282.79350852,2,53,05,03,02,01,17,-1,01,6,FL,12,3,01,01,03,02,2,02,5,-1,03,01,02,01,2,200810,01,04,12,C,300,40,1500,1500,1500,30,7000,XXXXX,XXXX
20135469,21,860.71110578,1,93,09,04,02,01,03,-1,01,1,CA,06,1,01,01,03,01,1,02,1,01,07,04,06,02,1,200805,01,01,4,TC,750,30,1500,150,300,30,750,XXXXX,XXXX
20136073,63,21.207065158,2,52,05,03,02,01,14,-1,01,2,NC,37,2,01,01,02,04,2,02,2,-1,05,01,01,01,2,200812,01,02,8,C,750,40,1500,350,300,60,1500,XXXXX,3120
20136279,61,81.597197842,1,53,05,03,02,01,10,-1,01,2,GA,13,1,01,01,03,02,2,02,1,-1,01,01,02,01,1,200809,02,10,7,C,1500,60,3000,1500,3000,70,3000,XXXXX,XXXX
20136868,45,123.34471358,2,52,05,03,02,01,10,-1,01,4,NC,37,3,01,04,02,04,2,02,3,-1,01,04,06,02,1,200811,02,06,1,TC,50,20,300,25,50,5,300,XXXXX,3120
20136952,60,1376.1407618,4,93,09,04,01,07,07,-1,01,5,CA,06,2,01,01,03,02,4,02,2,-1,02,01,01,01,1,200809,02,04,8,C,1500,40,7000,1500,1500,40,7000,XXXXX,XXXX
20137089,35,121.84768965,3,53,05,03,02,01,12,-1,01,3,SC,45,3,01,01,03,02,3,02,3,-1,06,04,06,02,2,200807,01,10,13,TC,50,20,300,25,50,20,300,XXXXX,XXXX
20137173,63,70.355812965,2,52,05,03,02,01,18,-1,01,3,VA,51,3,01,01,02,04,2,02,3,-1,03,01,04,01,2,200809,01,06,20,U,3000,20,7000,350,3000,5,7000,47260,5720
20137539,6,173.77466891,2,51,05,03,02,01,12,-1,01,2,FL,12,2,01,01,01,05,2,01,2,-1,04,01,05,01,0,200807,01,10,9,U,1500,5,3000,3000,7000,5,7000,33100,4992
20137771,42,100.26961467,2,92,09,04,02,01,18,-1,01,2,CA,06,4,01,01,02,04,2,02,2,-1,03,04,06,02,2,200810,01,02,9,TC,50,30,50,25,50,30,50,41740,7320
20137959,93,551.40237086,1,12,01,01,02,01,03,-1,01,1,RI,44,1,01,01,02,04,1,02,1,01,06,01,04,01,0,200812,01,09,0,S,750,5,1500,150,1500,30,3000,39300,6480
20138367,32,132.68042134,2,23,02,01,02,01,18,-1,01,4,NY,36,2,01,01,03,01,2,02,4,-1,02,04,06,02,2,200811,01,06,13,TC,50,30,300,75,50,20,50,XXXXX,XXXX
20138611,51,65.777298836,1,43,04,02,02,01,06,-1,01,1,SD,46,1,01,04,03,01,1,02,1,01,05,01,01,01,1,200810,01,01,2,TC,50,20,300,75,300,5,300,XXXXX,XXXX
20138835,39,250.08473225,5,52,05,03,02,01,09,-1,01,6,NC,37,4,02,01,02,04,4,02,6,-1,03,01,02,01,4,200807,01,06,58,TC,50,5,300,25,300,5,750,XXXXX,3120
20139551,24,179.00896434,2,23,02,01,02,01,12,-1,01,2,NY,36,2,01,01,03,02,2,02,2,-1,03,01,01,01,1,200810,01,10,8,C,3000,50,7000,3000,3000,50,3000,XXXXX,XXXX
20140100,93,98.686283685,2,54,05,03,02,01,-7,-1,01,2,NC,37,2,01,01,04,06,2,02,2,-1,02,04,06,02,0,200904,01,10,4,TC,50,20,300,25,50,5,50,XXXXX,-1
20140182,13,397.07559345,2,91,09,04,02,-7,12,-1,01,2,CA,06,2,01,01,01,05,2,01,2,-1,05,01,02,01,2,200808,01,02,14,TC,750,30,3000,350,3000,40,7000,XXXXX,4472
20140306,55,1789.8896853,2,43,04,02,02,01,18,-1,01,2,KS,20,2,01,01,03,03,2,02,2,-1,06,04,06,02,2,200903,01,02,13,TC,50,5,300,150,300,5,300,XXXXX,XXXX
20141161,69,74.19987946,2,52,05,03,-7,-7,-7,-1,01,2,NC,37,2,01,04,02,04,2,02,1,-1,01,04,06,02,1,200904,02,02,2,TC,50,20,300,25,50,5,300,XXXXX,3120
20141200,38,331.32550792,2,21,02,01,02,06,17,-1,01,4,NY,36,2,02,02,01,05,2,01,4,-1,03,04,06,02,2,200810,01,06,28,U,7000,40,17000,5000,7000,50,17000,35620,5602
20141282,20,18.960301325,2,54,05,03,02,01,12,-1,01,2,VA,51,4,01,01,04,06,2,02,2,-1,04,04,06,02,0,200808,01,10,7,TC,50,30,50,25,300,30,300,XXXXX,-1
20141732,42,4017.3704065,3,34,03,02,02,01,14,-1,01,4,OH,39,3,01,01,04,06,2,02,3,-1,03,04,06,02,1,200807,01,06,8,TC,50,20,50,25,50,5,50,XXXXX,-1
20141787,42,171.62990416,1,92,09,04,02,01,17,-1,01,1,CA,06,2,01,01,02,04,1,02,1,01,05,01,04,01,1,200810,01,01,0,S,1500,30,3000,3000,1500,30,3000,41740,7320
20142346,7,49.199961406,2,52,05,03,02,01,10,-1,01,3,NC,37,2,01,01,02,04,2,02,2,-1,03,04,06,02,2,200901,01,04,6,TC,50,5,300,25,50,5,300,XXXXX,3120
20143165,96,635.45506025,2,53,05,03,01,01,11,-1,01,2,FL,12,2,01,01,03,02,2,02,1,-1,05,01,02,01,1,200902,02,02,6,C,750,30,3000,350,1500,30,3000,XXXXX,XXXX
20143259,59,456.53324649,1,73,07,03,01,07,03,-1,01,2,TX,48,1,01,01,03,02,2,02,2,-1,04,01,01,01,1,200806,01,10,4,C,1500,50,3000,750,1500,30,3000,XXXXX,XXXX
20143521,63,409.26801412,1,72,07,03,02,02,07,-1,01,2,TX,48,1,01,02,02,05,2,02,2,-1,05,01,01,01,1,200903,01,10,14,C,1500,30,3000,750,1500,30,3000,26420,3362
20143923,94,502.17344523,1,53,05,03,02,01,17,-1,01,1,FL,12,1,01,01,03,02,1,02,1,01,07,04,06,02,0,200903,01,09,10,S,750,5,1500,350,750,5,1500,XXXXX,XXXX
20144005,76,541.19104066,2,54,05,03,01,01,16,-1,01,4,NC,37,3,01,01,04,06,2,02,3,-1,01,04,06,02,2,200903,01,04,9,TC,50,5,50,25,50,5,50,XXXXX,-1
20144528,100,13.46508937,2,24,02,01,02,01,13,-1,01,2,NY,36,2,01,01,04,06,2,02,2,-1,01,04,06,02,0,200811,01,10,5,TC,300,30,300,150,300,20,750,XXXXX,-1
20145280,91,64.387117596,2,82,08,04,02,-8,08,-1,01,2,AZ,04,2,01,01,02,05,2,02,2,-1,04,01,04,01,2,200810,01,02,3,U,1500,50,7000,3000,1500,30,7000,38060,6200
20145459,81,171.28732728,2,53,05,03,02,01,17,-1,01,2,FL,12,2,01,01,03,02,2,02,2,-1,05,01,02,01,0,200901,01,10,6,C,1500,30,3000,350,1500,20,7000,XXXXX,XXXX
20145516,23,8.864487703,1,83,08,04,02,01,-8,-1,01,1,AZ,04,1,01,01,03,03,1,02,1,01,05,01,03,01,0,200810,01,09,3,U,3000,50,7000,3000,7000,40,7000,XXXXX,XXXX
20145570,41,2955.1832839,2,63,06,03,02,01,16,-1,01,2,AL,01,2,01,01,03,02,2,02,2,-1,04,01,01,01,2,200811,01,02,6,C,750,30,1500,1500,1500,5,3000,XXXXX,XXXX
20146353,67,624.76702546,2,53,05,03,02,01,18,-1,01,2,FL,12,6,01,01,03,01,2,02,2,-1,02,04,06,02,2,200811,01,02,9,TC,300,20,300,25,50,5,50,XXXXX,XXXX
20146410,64,742.98352922,1,21,02,01,02,01,01,-1,01,1,NY,36,0,01,03,01,05,1,01,1,01,01,01,05,01,0,200807,01,01,1,U,30000,80,30000,5000,30000,70,30000,35620,5602
20146625,36,2120.4235638,2,43,04,02,02,01,17,-1,01,2,KS,20,4,01,01,03,03,2,02,2,-1,02,02,06,01,2,200807,01,02,15,TC,300,20,300,150,750,20,1500,XXXXX,XXXX
20146755,78,74.832835917,1,52,05,03,02,02,04,-1,01,2,NC,37,1,01,04,02,04,2,02,1,-1,02,01,01,01,0,200808,02,10,2,TC,300,30,300,75,300,30,300,XXXXX,3120
20146997,99,190.09057976,2,54,05,03,02,01,10,-1,01,2,FL,12,1,01,01,04,06,2,02,2,-1,04,04,06,02,0,200902,01,10,10,TC,300,5,300,25,300,0,300,XXXXX,-1
20147127,22,125.93419737,1,73,07,03,02,01,10,-1,01,1,TX,48,1,01,01,03,01,1,02,1,01,01,01,01,01,0,200808,01,09,2,S,1500,50,3000,150,7000,40,7000,XXXXX,XXXX
20147444,36,414.65241748,2,94,09,04,02,01,01,-1,01,3,CA,06,2,01,04,04,06,2,02,3,-1,07,02,06,01,1,200805,01,04,6,TC,50,40,300,25,1500,40,3000,XXXXX,-1
20147640,45,297.08181906,2,51,05,03,02,01,02,-1,01,3,FL,12,2,01,01,01,05,2,01,2,-1,06,01,05,01,1,200812,02,04,6,U,3000,40,7000,3000,3000,60,7000,33100,4992
