HOUSEID,WTHHFIN,VEHID,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,FLAG100,CDIVMSAR,CENSUS_D,CENSUS_R,HHSTATE,HHSTFIPS,HYBRID,MAKECODE,MODLCODE,MSACAT,MSASIZE,OD_READ,RAIL,TRAVDAY,URBAN,URBANSIZE,URBRUR,VEHCOMM,VEHOWNMO,VEHYEAR,WHOMAIN,WRKCOUNT,TDAYDATE,VEHAGE,PERSONID,HH_HISP,HH_RACE,HOMEOWN,HOMETYPE,LIF_CYC,ANNMILES,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,BEST_FLG,BESTMILE,BEST_EDT,BEST_OUT,FUELTYPE,GSYRGAL,GSCOST,GSTOTCST,EPATMPG,EPATMPGF,EIADMPG,VEHTYPE,HH_CBSA,HHC_MSA
20161927,347.84320345,02,3,13,4,3,3,01,54,05,03,FL,12,02,49,047,04,06,6500,02,03,02,06,01,02,30,2007,03,3,200807,2,03,02,01,01,01,08,3000,C,750,70,1500,3000,1500,40,3000,01,4454.5917378,-1,-1,4,166,3.06,509,36.2002,01,26.8,01,XXXXX,-1
20161927,347.84320345,03,3,13,4,3,3,01,54,05,03,FL,12,-1,20,037,04,06,-1,02,03,02,06,01,02,12,1999,01,3,200807,10,01,02,01,01,01,08,2000,C,750,70,1500,3000,1500,40,3000,02,5234.4726318,-1,-1,4,257,3.06,787,26.7,01,20.4,01,XXXXX,-1
20162054,200.70805126,01,2,-7,2,1,2,01,24,02,01,NY,36,02,18,022,04,06,-1,02,06,04,06,02,02,36,2005,01,0,200810,4,01,02,01,01,01,10,2500,TC,50,20,50,25,50,20,50,02,8941.5981506,-1,-1,4,401,3.2,1281,27.1,01,22.3,01,XXXXX,-1
20162157,68.932218261,01,3,18,3,3,3,02,51,05,03,VA,51,-1,12,017,01,05,-1,01,03,01,05,01,02,36,-8,02,1,200808,-9,02,02,04,01,01,02,30000,C,1500,20,7000,350,1500,20,7000,02,22641.461554,-1,-1,4,1049,3.03,3178,24.5,01,21.6,01,47900,8872
20162157,68.932218261,02,3,18,3,3,3,02,51,05,03,VA,51,-1,12,017,01,05,-1,01,03,01,05,01,02,36,-8,99,1,200808,-9,99,02,04,01,01,02,20000,C,1500,20,7000,350,1500,20,7000,03,12356.48919,-1,-1,4,558,3.03,1691,26.1,01,22.1,01,47900,8872
20162157,68.932218261,03,3,18,3,3,3,02,51,05,03,VA,51,-1,30,042,01,05,-1,01,03,01,05,01,02,4,2001,03,1,200808,8,03,02,04,01,01,02,6000,C,1500,20,7000,350,1500,20,7000,03,13960.431277,-1,-1,4,519,3.03,1573,31.4,01,26.9,01,47900,8872
20162232,1366.5338196,01,5,18,8,6,5,01,51,05,03,GA,13,02,37,032,01,05,2021,01,05,01,05,01,02,2,2009,02,4,200901,1,02,02,04,01,01,04,12000,TC,300,5,1500,150,300,5,1500,01,6932.967696,-1,-1,4,297,3.03,899,29.3,03,23.3,01,12060,0520
20162232,1366.5338196,02,5,18,8,6,5,01,51,05,03,GA,13,02,07,XXX,01,05,-8,01,05,01,05,01,02,0.75,2009,99,4,200901,1,99,02,04,01,01,04,-8,TC,300,5,1500,150,300,5,1500,08,-9,-1,-1,4,-9,-9,-9,19.3,03,-9,01,12060,0520
20162232,1366.5338196,03,5,18,8,6,5,01,51,05,03,GA,13,02,07,482,01,05,375,01,05,01,05,01,02,1,2009,01,4,200901,1,01,02,04,01,01,04,4500,TC,300,5,1500,150,300,5,1500,01,28455.479789,-1,04,4,1748,3.03,5296,18.3,03,16.3,04,12060,0520
20162232,1366.5338196,04,5,18,8,6,5,01,51,05,03,GA,13,02,49,048,01,05,33072,01,05,01,05,01,02,30,2006,05,4,200901,3,05,02,04,01,01,04,12000,TC,300,5,1500,150,300,5,1500,01,14520.512847,-1,-1,4,423,3.03,1281,40,01,34.3,01,12060,0520
20162232,1366.5338196,05,5,18,8,6,5,01,51,05,03,GA,13,02,12,422,01,05,75009,01,05,01,05,01,02,48,2004,04,4,200901,5,04,02,04,01,01,04,10000,TC,300,5,1500,150,300,5,1500,01,19759.173942,-1,-1,4,1344,3.03,4071,16.8,01,14.7,03,12060,0520
20162232,1366.5338196,06,5,18,8,6,5,01,51,05,03,GA,13,02,37,032,01,05,72012,01,05,01,05,01,02,72,2002,03,4,200901,7,03,02,04,01,01,04,12000,TC,300,5,1500,150,300,5,1500,01,8545.4724303,-1,-1,4,319,3.03,964,32.8,01,26.8,01,12060,0520
20162830,51.6305776,01,2,07,2,1,2,01,51,05,03,FL,12,02,41,441,01,05,48334,01,05,01,05,01,02,60,2003,-8,0,200901,6,-8,02,01,01,01,10,8000,S,750,0,3000,350,1500,0,7000,03,8602.5509218,-1,-1,4,442,3.06,1351,23.8,01,19.5,02,33100,4992
20163341,496.22588313,01,2,15,2,2,2,01,72,07,03,TX,48,02,37,031,02,04,49850,02,02,01,04,01,02,60,2003,02,2,200806,6,02,01,01,01,01,02,9000,C,3000,20,7000,350,3000,30,7000,01,12918.253567,-1,-1,4,268,2.9,778,56.6,01,48.2,01,41700,7240
20163341,496.22588313,02,2,15,2,2,2,01,72,07,03,TX,48,-1,37,032,02,04,139947,02,02,01,04,01,02,84,2001,01,2,200806,8,01,01,01,01,01,02,20000,C,3000,20,7000,350,3000,30,7000,01,22816.65777,-1,-1,4,959,2.9,2783,27,01,23.8,01,41700,7240
20163529,66.443158411,01,1,03,1,1,1,01,54,05,03,VA,51,-1,12,017,04,06,-1,02,01,01,01,01,01,36,2000,01,0,200804,9,01,02,01,02,03,09,1000,TC,750,40,1500,1500,750,50,1500,02,2089.615731,-1,-1,4,134,3.02,405,25.8,01,15.6,01,XXXXX,-1
20163604,480.35200795,02,1,18,1,1,1,01,52,05,03,NC,37,02,58,XXX,02,04,41615,02,05,04,06,02,02,60,2003,01,1,200806,6,01,02,01,02,02,01,10000,S,750,40,1500,750,1500,50,1500,01,9598.187878,-1,-1,4,469,3.03,1420,24.7,01,20.5,01,XXXXX,3120
20163864,532.2412227,01,2,18,2,2,2,01,91,09,04,CA,06,02,12,003,01,05,5402,01,01,01,05,01,02,6,2008,02,2,200808,1,02,02,01,01,01,02,10000,C,3000,40,7000,3000,3000,20,7000,01,30739.33767,-1,-1,4,1395,3.31,4617,24.7,01,22,01,31100,4472
20163864,532.2412227,02,2,18,2,2,2,01,91,09,04,CA,06,02,12,402,01,05,50900,01,01,01,05,01,02,24,2005,01,2,200808,4,01,02,01,01,01,02,15000,C,3000,40,7000,3000,3000,20,7000,01,20073.89909,-1,-1,4,963,3.31,3186,23.8,01,20.8,03,31100,4472
20164012,1127.9903886,01,2,18,3,2,2,01,52,05,03,FL,12,02,06,054,02,04,45805,02,01,01,05,01,02,48,2004,01,2,200812,5,01,01,01,01,01,06,-9,S,1500,30,3000,3000,1500,40,3000,04,13212.326123,-1,-1,4,711,3.06,2176,21.8,07,18.6,03,33100,8960
20164012,1127.9903886,02,2,18,3,2,2,01,52,05,03,FL,12,-1,42,-8,02,04,250000,02,01,01,05,01,02,144,1994,02,2,200812,15,02,01,01,01,01,06,7500,S,1500,30,3000,3000,1500,40,3000,01,8022.0767323,-1,-1,4,386,3.06,1181,25.6,01,20.8,01,33100,8960
20164366,52.935666147,02,2,06,2,2,2,01,54,05,03,VA,51,02,07,442,04,06,77918,02,01,04,06,02,02,72,2002,01,1,200804,7,01,02,01,01,01,10,7000,TC,50,30,300,150,50,20,50,01,9238.6743405,-1,-1,4,481,3.03,1455,23.3,01,19.2,02,XXXXX,-1
20164366,52.935666147,03,2,06,2,2,2,01,54,05,03,VA,51,-1,12,481,04,06,112000,02,01,04,06,02,02,72,1992,02,1,200804,17,02,02,01,01,01,10,10000,TC,50,30,300,150,50,20,50,01,13034.749605,-1,-1,4,832,3.03,2519,18.4,01,15.7,04,XXXXX,-1
20164384,108.27945881,01,2,09,2,2,2,01,72,07,03,TX,48,02,20,401,02,05,51652,02,06,04,06,02,02,48,2005,01,0,200902,4,01,02,01,01,01,10,2500,TC,50,20,300,25,50,20,50,01,6070.4399777,-1,-1,4,434,2.9,1258,17.9,01,14,03,26420,3362
20164384,108.27945881,02,2,09,2,2,2,01,72,07,03,TX,48,-1,07,482,02,05,86972,02,06,04,06,02,02,132,1998,02,0,200902,11,02,02,01,01,01,10,3000,TC,50,20,300,25,50,20,50,01,11636.793141,-1,-1,4,797,2.9,2313,17.3,06,14.6,04,26420,3362
20164740,184.46484544,01,2,14,4,2,2,01,53,05,03,NC,37,-1,30,046,03,01,79903,02,04,01,02,01,02,120,1999,02,1,200808,10,02,02,01,01,01,04,10000,S,300,30,750,350,750,20,1500,01,16032.541507,-1,-1,4,598,3.03,1812,31,01,26.8,01,XXXXX,XXXX
20164740,184.46484544,02,2,14,4,2,2,01,53,05,03,NC,37,-1,41,471,03,01,55640,02,04,01,02,01,02,120,1998,01,1,200808,11,01,02,01,01,01,04,5000,S,300,30,750,350,750,20,1500,01,447.97842157,-1,-1,4,31,3.04,94,27.7,06,14.5,04,XXXXX,XXXX
20164786,35.81255316,01,1,09,1,1,1,01,82,08,04,AZ,04,02,49,043,02,05,16665,02,05,01,04,01,02,18,2008,01,1,200811,1,01,02,01,01,01,01,16000,S,1500,20,3000,3000,1500,5,3000,01,15886.145326,-1,-1,4,628,3.15,1977,29.3,01,25.3,01,38060,6200
20165176,145.25962462,01,1,05,1,1,1,01,52,05,03,FL,12,-1,18,007,02,04,77396,02,01,01,03,01,02,108,1999,01,0,200903,10,01,02,01,01,01,09,7000,C,1500,30,3000,3000,1500,40,3000,01,3802.3227581,-1,-1,4,199,3.06,609,26.7,01,19.1,01,27260,3600
20165194,78.896336353,01,2,07,2,1,2,01,53,05,03,VA,51,02,12,016,03,01,40545,02,07,01,01,01,02,60,2003,02,0,200902,6,02,02,01,01,01,10,10000,C,750,40,1500,750,1500,50,3000,01,10160.894032,-1,-1,4,519,3.03,1571,23.5,01,19.6,01,XXXXX,XXXX
20165916,2601.9564999,01,2,18,5,2,2,01,21,02,01,NY,36,02,20,421,01,05,33314,01,04,01,05,01,02,48,2004,01,1,200806,5,01,02,01,01,01,04,8500,S,750,20,3000,3000,750,5,3000,01,7732.5349065,-1,-1,4,473,3.2,1512,20.2,01,16.4,03,35620,5602
20165916,2601.9564999,02,2,18,5,2,2,01,21,02,01,NY,36,-1,59,401,01,05,79672,01,04,01,05,01,02,72,1999,02,1,200806,10,02,02,01,01,01,04,8000,S,750,20,3000,3000,750,5,3000,01,16605.197208,-1,-1,4,821,3.2,2626,23.3,07,20.2,01,35620,5602
20166221,751.12273454,01,1,15,1,1,1,01,92,09,04,CA,06,-1,49,040,02,04,165517,02,03,01,04,01,02,12,1997,01,1,200807,12,01,02,01,01,01,01,4000,U,3000,20,7000,5000,3000,30,7000,01,8668.2104734,-1,-1,4,357,3.31,1182,29.6,01,24.3,01,40900,6922
20167059,218.47332414,01,2,18,2,2,2,01,72,07,03,TX,48,02,37,031,02,04,24066,02,06,01,03,01,02,12,2007,99,1,200810,2,99,02,01,01,01,02,14000,S,750,30,3000,5000,3000,50,7000,03,9307.6033624,-1,-1,4,192,2.9,556,58.8362,01,48.6,01,12420,0640
20167059,218.47332414,02,2,18,2,2,2,01,72,07,03,TX,48,-1,51,034,02,04,197983,02,06,01,03,01,02,120,1986,01,1,200810,23,01,02,01,01,01,02,6000,S,750,30,3000,5000,3000,50,7000,01,984.00641727,-1,-1,4,72,2.91,209,26.2,01,13.7,01,12420,0640
20168421,119.64046617,01,1,09,1,1,1,01,82,08,04,AZ,04,02,18,022,02,05,18897,02,05,01,04,01,02,36,2005,01,0,200810,4,01,02,01,02,03,09,4000,C,3000,30,7000,750,7000,60,17000,01,951.10037175,-1,-1,4,67,3.16,212,27.1,01,14.2,01,38060,6200
20168917,53.101120793,01,2,-8,4,2,2,01,23,02,01,NY,36,02,22,441,03,01,31600,02,04,04,06,02,02,12,2007,01,3,200805,2,01,02,01,01,01,06,31600,TC,50,5,300,25,50,5,50,01,26244.469793,-1,-1,4,1373,3.2,4394,21.5,03,19.1,02,XXXXX,XXXX
20168917,53.101120793,02,2,-8,4,2,2,01,23,02,01,NY,36,02,23,481,03,01,8333,02,04,04,06,02,02,8,2007,02,3,200805,2,02,02,01,01,01,06,12499.5,TC,50,5,300,25,50,5,50,01,7004.4209033,-1,-1,4,415,3.2,1328,21.1002,01,16.9,04,XXXXX,XXXX
20168962,289.86780559,01,2,18,2,2,2,01,72,07,03,TX,48,02,18,091,02,05,35201,02,03,01,04,01,02,36,2005,02,2,200810,4,02,02,01,01,01,02,10000,S,300,0,1500,350,1500,0,3000,01,18259.162991,-1,-1,4,756,2.9,2196,27.7,13,24.1,03,19100,1922
20168962,289.86780559,02,2,18,2,2,2,01,72,07,03,TX,48,-1,20,481,02,05,114101,02,03,01,04,01,02,72,2000,01,2,200810,9,01,02,01,01,01,02,17000,S,300,0,1500,350,1500,0,3000,01,9606.4056398,-1,-1,4,571,2.9,1657,20.3,01,16.8,04,19100,1922
20169334,873.26160633,01,3,09,3,3,3,01,63,06,03,TN,47,02,20,473,03,01,116495,02,03,01,01,01,02,48,2004,02,1,200807,5,02,02,01,01,01,02,29000,TC,750,40,1500,350,300,20,750,01,21104.664403,-1,-1,4,1045,2.97,3100,23,01,20.2,04,XXXXX,XXXX
20169334,873.26160633,02,3,09,3,3,3,01,63,06,03,TN,47,-1,12,016,03,01,109509,02,03,01,01,01,02,36,1993,01,1,200807,16,01,02,01,01,01,02,5000,TC,750,40,1500,350,300,20,750,01,24352.237204,-1,04,4,1124,2.97,3335,24.5,01,21.7,01,XXXXX,XXXX
20169334,873.26160633,03,3,09,3,3,3,01,63,06,03,TN,47,-1,20,471,03,01,80200,02,03,01,01,01,02,144,1994,03,1,200807,15,03,02,01,01,01,02,150,TC,750,40,1500,350,300,20,750,01,9744.4584955,-1,-1,4,401,2.96,1188,29.3,01,24.3,04,XXXXX,XXXX
20169398,59.740373874,02,2,18,4,2,2,01,82,08,04,AZ,04,-1,37,441,02,05,-1,02,07,01,04,01,02,60,2001,01,1,200811,8,01,02,01,01,01,06,3000,S,1500,5,7000,1500,750,0,3000,02,13388.622823,-1,04,4,654,3.15,2059,24,01,20.5,02,38060,6200
20169398,59.740373874,03,2,18,4,2,2,01,82,08,04,AZ,04,02,35,481,02,05,-1,02,07,01,04,01,02,12,2007,02,1,200811,2,02,02,01,01,01,06,1000,S,1500,5,7000,1500,750,0,3000,02,13896.699325,-1,04,4,889,3.15,2800,18.266,01,15.6,04,38060,6200
20169473,2014.0803391,01,2,08,2,2,2,01,21,02,01,NJ,34,02,12,402,01,05,33362,01,02,01,05,01,02,48,2004,01,2,200811,5,01,02,01,01,01,02,7500,S,3000,50,7000,3000,1500,60,3000,01,10100.650864,-1,-1,4,484,3.05,1479,25,01,20.9,03,35620,5602
20169473,2014.0803391,02,2,08,2,2,2,01,21,02,01,NJ,34,-1,12,471,01,05,29312,01,02,01,05,01,02,36,1998,02,2,200811,11,02,02,01,01,01,02,2500,S,3000,50,7000,3000,1500,60,3000,01,7453.9650113,-1,-1,4,420,3.05,1284,22,01,17.7,04,35620,5602
20169576,129.82677368,01,2,11,2,2,2,01,43,04,02,NE,31,02,59,032,03,03,40425,02,03,04,06,02,02,36,2005,01,0,200804,4,01,02,01,01,01,10,15000,S,300,20,750,350,300,20,750,01,14514.250858,-1,-1,4,712,2.94,2092,23.7,01,20.4,01,XXXXX,XXXX
20169576,129.82677368,02,2,11,2,2,2,01,43,04,02,NE,31,02,37,032,03,03,24221,02,03,04,06,02,02,72,2002,02,0,200804,7,02,02,01,01,01,10,5000,S,300,20,750,350,300,20,750,01,3711.9312312,-1,-1,4,174,2.94,510,30,01,21.4,01,XXXXX,XXXX
20169606,54.371181413,02,1,06,1,1,1,01,53,05,03,VA,51,-1,22,018,03,01,9499,02,07,01,01,01,02,132,1998,02,0,200904,11,02,-9,-9,01,03,01,20000,C,1500,50,3000,1500,1500,50,3000,01,15399.899011,-1,03,4,595,3.03,1803,30,01,25.9,01,XXXXX,XXXX
20169790,15.257458509,01,1,05,1,1,1,01,53,05,03,VA,51,-1,19,005,03,01,124000,02,07,01,01,01,02,168,1992,01,0,200808,17,01,02,01,01,01,09,1113,S,750,30,1500,750,750,30,1500,01,10372.978699,-1,-1,4,555,3.03,1679,22.4,01,18.7,01,XXXXX,XXXX
20170059,274.95887459,01,1,04,1,2,1,01,53,05,03,SC,45,-1,18,002,03,03,-1,02,03,01,02,01,02,-1,1994,01,0,200903,15,01,02,01,02,03,09,7500,C,1500,60,3000,1500,1500,60,3000,02,2854.721329,-1,-1,4,168,3.02,507,25.6,01,17,01,XXXXX,XXXX
20170059,274.95887459,02,1,04,1,2,1,01,53,05,03,SC,45,-1,14,-8,03,03,-1,02,03,01,02,01,02,12,1995,01,0,200903,14,01,02,01,02,03,09,5000,C,1500,60,3000,1500,1500,60,3000,02,18670.380545,-1,-1,4,808,3.03,2446,26.5,01,23.1,01,XXXXX,XXXX
20170219,50.523289514,01,2,14,2,2,2,01,54,05,03,FL,12,02,02,404,04,06,-1,02,01,04,06,02,02,12,2008,02,0,200904,1,02,02,01,01,01,10,2500,TC,300,5,300,75,300,5,300,02,7023.2349022,-1,-1,4,468,3.06,1432,18.8,01,15,03,XXXXX,-1
20170219,50.523289514,02,2,14,2,2,2,01,54,05,03,FL,12,02,19,003,04,06,47949,02,01,04,06,02,02,60,2004,01,0,200904,5,01,02,01,01,01,10,7500,TC,300,5,300,75,300,5,300,01,21149.564362,-1,-1,4,995,3.06,3048,24.2,01,21.3,01,XXXXX,-1
20170291,408.31579069,01,1,06,3,1,2,01,54,05,03,NC,37,02,63,034,04,06,41113,02,03,02,06,01,02,17,2006,01,0,200811,3,01,02,01,01,01,06,10000,TC,300,40,1500,350,300,40,750,01,16262.594946,-1,-1,4,579,3.03,1754,32.452,01,28.1,01,XXXXX,-1
20170693,525.30437958,01,2,18,2,3,2,01,94,09,04,CA,06,02,02,403,04,06,4800,02,02,02,06,01,02,8,2007,01,2,200805,2,01,02,01,01,01,02,7200,TC,50,30,300,75,50,20,300,01,4587.314079,-1,-1,4,303,3.3,1003,20.3146,01,15.1,03,XXXXX,-1
20170693,525.30437958,02,2,18,2,3,2,01,94,09,04,CA,06,02,19,421,04,06,21835,02,02,02,06,01,02,24,2005,01,2,200805,4,01,02,01,01,01,02,8000,TC,50,30,300,75,50,20,300,01,2030.2544678,-1,-1,4,173,3.3,572,19.6,01,11.7,03,XXXXX,-1
20170693,525.30437958,03,2,18,2,3,2,01,94,09,04,CA,06,02,20,481,04,06,47535,02,02,02,06,01,02,36,2005,01,2,200805,4,01,02,01,01,01,02,10000,TC,50,30,300,75,50,20,300,01,2717.6664546,-1,01,4,201,3.3,664,20.6,01,13.5,04,XXXXX,-1
20170835,260.55225588,01,2,18,2,2,2,01,53,05,03,FL,12,02,49,040,03,02,7331,02,06,04,06,02,02,36,2005,02,0,200808,4,02,02,97,01,01,10,2000,S,300,30,750,750,300,30,750,01,2074.9777927,-1,-1,4,106,3.05,325,32.4,01,19.5,01,XXXXX,XXXX
20170835,260.55225588,02,2,18,2,2,2,01,53,05,03,FL,12,02,42,401,03,02,53058,02,06,04,06,02,02,60,2003,01,0,200808,6,01,02,97,01,01,10,10000,S,300,30,750,750,300,30,750,01,6572.6331244,-1,-1,4,478,3.06,1462,17.4,01,13.8,03,XXXXX,XXXX
20171560,373.69505709,01,2,03,2,1,1,01,93,09,04,CA,06,-1,37,032,03,01,140138,02,07,01,01,01,02,3,1994,01,0,200805,15,01,02,01,01,02,07,12000,S,750,50,1500,750,750,20,3000,01,26348.418045,-1,-1,4,993,3.31,3288,29.9,01,26.5,01,XXXXX,XXXX
20171878,650.70397694,01,1,13,1,3,1,01,91,09,04,CA,06,02,20,481,01,05,17510,01,05,02,06,01,01,24,2007,01,1,200901,2,01,02,01,01,01,01,8000,C,300,30,750,25,750,30,1500,01,3311.2693658,-1,-1,4,247,3.3,814,19.4081,01,13.4,04,40140,4472
20171878,650.70397694,02,1,13,1,3,1,01,91,09,04,CA,06,02,06,052,01,05,46050,01,05,02,06,01,02,48,2005,01,1,200901,4,01,02,01,01,01,01,12000,C,300,30,750,25,750,30,1500,01,10230.0318,-1,-1,4,412,3.31,1362,29.8,01,24.8,01,40140,4472
20171878,650.70397694,03,1,13,1,3,1,01,91,09,04,CA,06,-1,20,002,01,05,161697,01,05,02,06,01,02,408,1974,01,1,200901,35,01,02,01,01,01,01,50,C,300,30,750,25,750,30,1500,01,70.310993043,-1,-1,4,5,3.34,18,13.3,99,13.3,01,40140,4472
20171962,16.542375295,01,2,10,2,1,2,01,83,08,04,AZ,04,02,18,002,03,03,48289,02,04,01,03,01,02,48,2003,02,0,200811,6,02,02,01,01,04,10,12000,U,7000,50,7000,3000,7000,50,7000,01,5494.0316122,-1,-1,4,263,3.15,827,27.2,01,20.9,01,XXXXX,XXXX
20171980,197.51102295,01,2,17,5,2,2,02,21,02,01,NY,36,02,37,441,01,05,-1,01,02,04,06,02,02,4,2008,02,1,200812,1,02,02,01,01,03,06,7800,U,3000,30,7000,1500,7000,20,17000,03,9801.2530807,-1,-1,4,457,3.2,1461,25.8,01,21.5,02,35620,5602
20171980,197.51102295,02,2,17,5,2,2,02,21,02,01,NY,36,02,12,461,01,05,-1,01,02,04,06,02,01,36,2005,01,1,200812,4,01,02,01,01,03,06,11000,U,3000,30,7000,1500,7000,20,17000,02,18009.004812,-1,-1,4,1058,3.2,3386,19.5,01,17,02,35620,5602
20171999,77.332121072,01,0,-8,1,1,1,01,52,05,03,VA,51,-1,12,006,02,04,-1,02,05,01,04,01,-1,-1,1989,-1,0,200809,20,-1,02,01,01,01,09,-1,TC,50,20,300,25,50,20,300,08,-9,-1,-1,4,-9,-9,-9,22.8,02,-9,01,47260,5720
20172183,29.270601673,01,1,10,1,1,1,01,13,01,01,VT,50,02,18,007,03,01,74000,02,06,04,06,02,02,60,2003,01,0,200804,6,01,02,01,01,02,09,15000,TC,300,20,300,150,300,20,750,01,12059.968852,-1,-1,4,501,3.01,1507,28.4,01,24.1,01,XXXXX,XXXX
20172503,133.22922099,01,3,18,4,3,3,01,53,05,03,VA,51,02,13,012,03,01,93720,02,01,01,01,01,02,48,2002,01,3,200811,7,01,02,01,01,01,06,7000,C,1500,50,3000,150,1500,30,3000,01,9395.9164805,-1,-1,4,470,3.03,1422,24.2,01,20,01,XXXXX,XXXX
20172503,133.22922099,02,3,18,4,3,3,01,53,05,03,VA,51,-1,48,034,03,01,161825,02,01,01,01,01,02,48,1992,03,3,200811,17,03,02,01,01,01,06,500,C,1500,50,3000,150,1500,30,3000,01,6804.5479257,-1,-1,4,323,3.03,978,26.5,01,21.1,01,XXXXX,XXXX
20172503,133.22922099,03,3,18,4,3,3,01,53,05,03,VA,51,-1,07,442,03,01,81870,02,01,01,01,01,02,120,1991,02,3,200811,18,02,02,01,01,01,06,6500,C,1500,50,3000,150,1500,30,3000,01,13324.76054,-1,03,4,726,3.03,2200,21.5,01,18.3,02,XXXXX,XXXX
20173265,221.54276586,01,2,18,2,2,2,01,72,07,03,TX,48,02,37,032,02,05,26564,02,06,01,01,01,02,1,2006,01,1,200805,3,01,02,01,01,01,02,10800,C,750,20,1500,350,1500,0,3000,01,8772.9812047,01,-1,4,391,2.9,1134,27.3494,01,22.4,01,26420,3362
20173265,221.54276586,02,2,18,2,2,2,01,72,07,03,TX,48,02,49,040,02,05,40000,02,06,01,01,01,02,36,2005,02,1,200805,4,02,02,01,01,01,02,7500,C,750,20,1500,350,1500,0,3000,01,3918.4165031,-1,-1,4,168,2.9,487,32.4,01,23.3,01,26420,3362
20173582,1272.3587083,01,1,18,1,1,1,01,52,05,03,FL,12,02,54,035,02,04,26010,02,01,01,04,01,02,24,2006,01,1,200807,3,01,02,01,01,01,01,12000,S,1500,30,7000,350,1500,30,7000,01,7512.4678984,-1,-1,4,346,3.06,1057,27.0005,01,21.7,01,36740,5960
20174646,70.76908886,01,2,18,3,3,2,02,92,09,04,CA,06,02,02,403,02,04,6194,02,01,01,04,01,02,12,2008,02,0,200806,1,02,02,01,01,01,04,6000,C,3000,20,7000,350,3000,30,7000,03,8459.4035645,-1,-1,4,241,3.31,796,43,01,35.1,03,41740,7320
20174646,70.76908886,02,2,18,3,3,2,02,92,09,04,CA,06,02,06,051,02,04,7992,02,01,01,04,01,02,12,2007,02,0,200806,2,02,02,01,01,01,04,8000,C,3000,20,7000,350,3000,30,7000,03,7992,01,-1,4,390,3.31,1288,25.2817,01,20.5,01,41740,7320
20174646,70.76908886,03,2,18,3,3,2,02,92,09,04,CA,06,02,06,054,02,04,64058,02,01,01,04,01,02,36,2005,01,0,200806,4,01,02,01,01,01,04,10000,C,3000,20,7000,350,3000,30,7000,01,1470.138185,-1,01,4,127,3.31,421,21.7,07,11.5,03,41740,7320
20174703,17.33353345,01,2,01,2,4,2,01,54,05,03,VA,51,-1,12,481,04,06,11265,02,01,02,06,01,02,48,1991,01,1,200808,18,01,02,01,01,01,10,2500,TC,50,20,50,25,300,30,300,01,447.22858103,01,-1,4,50,3.04,152,17.1,01,9,04,XXXXX,-1
20174703,17.33353345,02,2,01,2,4,2,01,54,05,03,VA,51,-1,21,020,04,06,142514,02,01,02,06,01,02,120,1989,02,1,200808,20,02,02,01,01,01,10,5000,TC,50,20,50,25,300,30,300,01,4970.2071174,-1,-1,4,243,3.03,734,27.1,01,20.5,01,XXXXX,-1
20174703,17.33353345,03,2,01,2,4,2,01,54,05,03,VA,51,-1,12,481,04,06,92630,02,01,02,06,01,02,144,1974,01,1,200808,35,01,02,01,01,01,10,2500,TC,50,20,50,25,300,30,300,01,11525.01292,-1,-1,4,674,3.03,2041,20.2833,06,17.1,04,XXXXX,-1
20174703,17.33353345,04,2,01,2,4,2,01,54,05,03,VA,51,-1,12,481,04,06,89189,02,01,02,06,01,02,120,1974,01,1,200808,35,01,02,01,01,01,10,1000,TC,50,20,50,25,300,30,300,01,11063.395043,-1,04,4,997,3.05,3045,11.1,99,11.1,04,XXXXX,-1
20174712,162.73636396,01,2,11,4,2,2,02,53,05,03,SC,45,02,20,421,03,03,92632,02,03,04,06,02,02,72,2002,01,1,200810,7,01,02,01,01,01,04,20000,TC,300,20,300,25,300,20,300,01,19699.280767,-1,-1,4,1224,3.03,3707,18.4,01,16.1,03,XXXXX,XXXX
20174712,162.73636396,02,2,11,4,2,2,02,53,05,03,SC,45,-1,12,481,03,03,132624,02,03,04,06,02,02,24,2001,02,1,200810,8,02,02,01,01,01,04,2000,TC,300,20,300,25,300,20,300,03,5984.8493646,-1,-1,4,413,3.03,1249,18.6,01,14.5,04,XXXXX,XXXX
20174815,28.61660494,01,1,-7,1,1,1,01,43,04,02,SD,46,-1,20,020,03,01,83321,02,02,01,01,01,02,156,1995,01,0,200805,14,01,02,01,01,02,09,7000,C,1500,20,7000,1500,3000,20,7000,01,6928.8673821,-1,-1,4,333,2.94,978,26.1,01,20.8,01,XXXXX,XXXX
20174963,193.00665513,01,2,03,2,2,2,02,72,07,03,TX,48,-1,13,001,02,05,106993,02,02,04,06,02,02,48,1995,01,1,200805,14,01,02,01,01,04,02,8000,TC,50,30,50,25,50,20,50,01,14781.858062,-1,-1,4,738,2.9,2142,23.3,01,20,01,19100,1922
20174963,193.00665513,02,2,03,2,2,2,02,72,07,03,TX,48,-1,49,401,02,05,-8,02,02,04,06,02,02,48,1992,01,1,200805,17,01,02,01,01,04,02,0,TC,50,30,50,25,50,20,50,02,4802.5002586,-1,-1,4,344,2.9,997,18.6,01,14,03,19100,1922
