HOUSEID,WTHHFIN,VEHID,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,FLAG100,CDIVMSAR,CENSUS_D,CENSUS_R,HHSTATE,HHSTFIPS,HYBRID,MAKECODE,MODLCODE,MSACAT,MSASIZE,OD_READ,RAIL,TRAVDAY,URBAN,URBANSIZE,URBRUR,VEHCOMM,VEHOWNMO,VEHYEAR,WHOMAIN,WRKCOUNT,TDAYDATE,VEHAGE,PERSONID,HH_HISP,HH_RACE,HOMEOWN,HOMETYPE,LIF_CYC,ANNMILES,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,BEST_FLG,BESTMILE,BEST_EDT,BEST_OUT,FUELTYPE,GSYRGAL,GSCOST,GSTOTCST,EPATMPG,EPATMPGF,EIADMPG,VEHTYPE,HH_CBSA,HHC_MSA
20000017,264.19469357,01,2,18,3,3,3,01,33,03,02,IN,18,02,37,441,03,03,19245,02,04,04,06,02,02,12,2008,02,1,200904,1,02,02,01,01,01,10,16000,TC,300,5,300,75,300,5,300,01,17588.656385,-1,-1,4,782,2.94,2300,25.8,01,22.5,02,XXXXX,XXXX
20000017,264.19469357,02,2,18,3,3,3,01,33,03,02,IN,18,02,18,024,03,03,15676,02,04,04,06,02,02,12,2008,01,1,200904,1,01,02,01,01,01,10,15646,TC,300,5,300,75,300,5,300,01,4548.0711469,-1,-1,4,255,2.94,748,24,01,17.9,03,XXXXX,XXXX
20000017,264.19469357,03,2,18,3,3,3,01,33,03,02,IN,18,02,20,002,03,03,130613,02,04,04,06,02,02,48,2004,01,1,200904,5,01,02,01,01,01,10,10000,TC,300,5,300,75,300,5,300,01,15992.486238,-1,-1,4,646,2.94,1898,28.6,01,24.8,01,XXXXX,XXXX
20000231,1278.1298855,01,1,08,1,1,1,01,73,07,03,TX,48,-1,35,043,03,03,69536,02,04,01,03,01,02,84,2001,01,1,200812,8,01,01,01,01,02,01,10000,S,1500,30,3000,1500,1500,5,3000,01,4383.906165,-1,-1,4,192,2.92,562,30.9,01,22.8,01,XXXXX,XXXX
20000521,383.45059859,01,2,06,2,2,2,01,73,07,03,TX,48,02,06,052,03,03,32514,02,01,01,03,01,02,12,2007,01,1,200902,2,01,01,01,01,01,10,2000,U,1500,30,3000,3000,3000,20,7000,01,4515.5205883,-1,01,4,194,2.9,562,31.4064,01,23.3,01,XXXXX,XXXX
20000521,383.45059859,02,2,06,2,2,2,01,73,07,03,TX,48,-1,49,040,03,03,101431,02,01,01,03,01,02,192,1996,02,1,200902,13,02,01,01,01,01,10,1000,U,1500,30,3000,3000,3000,20,7000,01,6394.8254608,-1,-1,4,299,2.9,866,27.2,01,21.4,01,XXXXX,XXXX
20001603,131.5991816,01,2,16,2,3,2,01,74,07,03,TX,48,02,07,482,04,06,5921,02,03,04,06,02,02,7,2008,02,1,200808,1,02,02,01,01,01,10,10150.285714,TC,50,20,50,25,50,20,50,01,7741.4952679,-1,-1,4,515,2.9,1493,18.6,01,15,04,19100,-1
20001603,131.5991816,02,2,16,2,3,2,01,74,07,03,TX,48,02,06,441,04,06,10004,02,03,04,06,02,02,12,2008,01,1,200808,1,01,02,01,01,01,10,10000,TC,50,20,50,25,50,20,50,01,4121.5998881,-1,-1,4,226,2.9,656,25,01,18.2,02,19100,-1
20001603,131.5991816,03,2,16,2,3,2,01,74,07,03,TX,48,-1,22,022,04,06,24738,02,03,04,06,02,-1,12,2007,-1,1,200808,2,-1,02,01,01,01,10,5000,TC,50,20,50,25,50,20,50,03,4597.404816,-1,01,4,195,2.9,566,31.6472,01,23.6,01,19100,-1
20001649,704.59468988,01,2,17,2,3,2,01,33,03,02,WI,55,02,55,402,03,02,2903,02,05,01,02,01,02,8,2007,01,0,200806,2,01,02,01,01,01,10,4354.5,TC,300,20,300,750,300,30,750,01,2688.2408433,-1,-1,4,159,2.94,466,25.8546,01,16.9,03,XXXXX,XXXX
20001649,704.59468988,02,2,17,2,3,2,01,33,03,02,WI,55,-1,20,004,03,02,80937,02,05,01,02,01,02,72,1988,99,0,200806,21,99,02,01,01,01,10,2000,TC,300,20,300,750,300,30,750,03,4684.5196302,-1,-1,4,275,2.94,807,22.8,01,17.1,01,XXXXX,XXXX
20001649,704.59468988,03,2,17,2,3,2,01,33,03,02,WI,55,02,06,441,03,02,35689,02,05,01,02,01,02,8,2005,02,0,200806,4,02,02,01,01,01,10,10500,TC,300,20,300,750,300,30,750,01,9550.2983488,-1,-1,4,460,2.94,1353,25,01,20.7,02,XXXXX,XXXX
20002440,331.86308584,01,2,-7,2,2,2,01,53,05,03,SC,45,02,12,481,03,03,64949,02,06,01,02,01,02,48,2004,02,0,200809,5,02,02,01,01,01,10,10000,TC,300,5,300,25,300,5,750,01,12429.065985,-1,-1,4,779,3.03,2360,18.8,01,16,04,XXXXX,XXXX
20002440,331.86308584,02,2,-7,2,2,2,01,53,05,03,SC,45,02,12,401,03,03,35872,02,06,01,02,01,02,48,2004,01,0,200809,5,01,02,01,01,01,10,5000,TC,300,5,300,25,300,5,750,01,1028.2019584,-1,-1,4,98,3.04,299,19.9,01,10.4,03,XXXXX,XXXX
20002570,225.21090109,01,2,16,4,2,2,01,72,07,03,TX,48,02,49,040,02,05,54884,02,05,01,04,01,02,36,2006,04,2,200807,3,04,02,01,01,01,06,20000,C,1500,20,7000,1500,1500,20,7000,01,18450.089597,-1,-1,4,672,2.9,1950,31.5,01,27.5,01,26420,3362
20002570,225.21090109,02,2,16,4,2,2,01,72,07,03,TX,48,-1,49,402,02,05,89982,02,05,01,04,01,02,72,1999,01,2,200807,10,01,02,01,01,01,06,15000,C,1500,20,7000,1500,1500,20,7000,01,14223.860461,-1,-1,4,544,2.9,1579,30.5,01,26.2,03,26420,3362
20002888,107.14252258,01,1,04,1,1,1,01,43,04,02,IA,19,02,18,007,03,01,41667,02,02,01,01,01,02,84,2002,01,0,200903,7,01,02,01,02,04,09,2500,TC,300,5,750,750,300,20,1500,01,7731.6177676,-1,-1,4,340,2.94,999,28.1,01,22.8,01,XXXXX,XXXX
20003401,12096.264359,01,1,02,1,1,1,01,64,06,03,MS,28,-1,20,002,04,06,243046,02,03,02,06,01,02,120,1974,01,0,200810,35,01,02,02,02,02,01,5000,C,3000,60,7000,3000,1500,60,7000,01,4299.333584,-1,-1,4,323,2.95,954,13.3,99,13.3,01,XXXXX,-1
20004480,336.18263261,01,3,17,3,2,2,01,72,07,03,TX,48,02,12,422,02,05,25029,02,05,01,04,01,02,30,2005,01,2,200806,4,01,02,01,01,01,08,9000,C,1500,5,7000,1500,1500,5,7000,01,10079.903811,-1,-1,4,669,2.9,1941,18.1,01,15.1,03,26420,3362
20004480,336.18263261,02,3,17,3,2,2,01,72,07,03,TX,48,-1,18,007,02,05,115253,02,05,01,04,01,02,60,2000,02,2,200806,9,02,02,01,01,01,08,12000,C,1500,5,7000,1500,1500,5,7000,01,18691.646464,-1,-1,4,796,2.9,2312,26.9,01,23.5,01,26420,3362
20004837,1798.6530641,01,3,18,3,2,2,01,31,03,02,IL,17,-1,12,021,01,05,35909,01,04,01,05,01,02,-1,-8,01,2,200812,-9,01,02,01,01,01,06,-1,S,750,0,3000,750,750,0,1500,05,8982.773202,-1,-1,4,443,2.94,1302,24.6081,01,20.3,01,16980,1602
20004837,1798.6530641,02,3,18,3,2,2,01,31,03,02,IL,17,-1,58,037,01,05,114456,01,04,01,05,01,02,48,2001,02,2,200812,8,02,02,01,01,01,06,20000,S,750,0,3000,750,750,0,1500,01,19089.580588,-1,-1,4,883,2.94,2595,24.7,04,21.6,01,16980,1602
20005320,208.59309175,01,2,12,2,4,2,01,91,09,04,CA,06,02,06,441,01,05,44357,01,03,01,05,01,02,36,2005,01,1,200812,4,01,02,01,01,01,10,10000,S,1500,30,3000,3000,1500,50,3000,01,10031.699752,-1,-1,4,522,3.15,1643,23.1,01,19.2,02,31100,4472
20005320,208.59309175,03,2,12,2,4,2,01,91,09,04,CA,06,-1,20,481,01,05,-8,01,03,01,05,01,01,12,2001,02,1,200812,8,02,02,01,01,01,10,3000,S,1500,30,3000,3000,1500,50,3000,02,3092.3712528,-1,-1,4,222,3.3,732,20.5,01,13.9,04,31100,4472
20005320,208.59309175,04,2,12,2,4,2,01,91,09,04,CA,06,-1,12,037,01,05,-8,01,03,01,05,01,02,24,2001,02,1,200812,8,02,02,01,01,01,10,12000,S,1500,30,3000,3000,1500,50,3000,02,9201.9716012,-1,-1,4,325,3.31,1076,34.3,01,28.3,01,31100,4472
20005320,208.59309175,05,2,12,2,4,2,01,91,09,04,CA,06,-1,20,007,01,05,-8,01,03,01,05,01,01,288,1974,99,1,200812,35,99,02,01,01,01,10,2500,S,1500,30,3000,3000,1500,50,3000,03,7549.1095104,-1,-1,4,568,3.34,1893,13.3,99,13.3,01,31100,4472
20005517,240.95734979,01,1,16,2,1,2,01,53,05,03,FL,12,-1,18,-8,03,02,-1,02,02,01,02,01,02,36,-8,01,0,200809,-9,01,02,01,01,01,10,-8,S,1500,70,3000,750,750,40,1500,05,10967.11287,-1,-1,4,566,3.03,1713,23.1,01,19.4,01,XXXXX,XXXX
20005807,182.23311642,01,2,18,2,2,2,02,92,09,04,CA,06,02,54,036,02,04,-1,02,01,04,06,02,02,18,2007,02,1,200806,2,02,02,01,01,01,02,15000,S,300,20,1500,750,300,20,750,03,13603.431009,-1,-1,4,549,3.31,1815,29.0218,01,24.8,01,41740,7320
20005807,182.23311642,02,2,18,2,2,2,02,92,09,04,CA,06,02,59,034,02,04,-1,02,01,04,06,02,02,36,2005,01,1,200806,4,01,02,01,01,01,02,15000,S,300,20,1500,750,300,20,750,02,11227.861391,-1,-1,4,416,3.31,1375,32.1,01,27,01,41740,7320
20006167,51.046521009,01,1,01,2,1,2,01,23,02,01,NY,36,-1,49,-8,03,03,-1,02,05,04,06,02,02,-1,1994,02,0,200812,15,02,02,01,01,01,10,2500,TC,50,20,50,25,50,20,50,02,12729.362203,-1,04,4,545,3.05,1666,27.4,01,23.3,01,XXXXX,XXXX
20006381,65.616336644,01,3,06,3,3,3,01,43,04,02,IA,19,02,06,043,03,01,22183,02,02,01,01,01,02,12,2006,03,2,200804,3,03,02,01,01,02,02,24000,S,300,30,1500,750,750,30,1500,01,22183,01,-1,4,908,2.94,2668,27.7,01,24.4,01,XXXXX,XXXX
20006381,65.616336644,02,3,06,3,3,3,01,43,04,02,IA,19,-1,20,037,03,01,103490,02,02,01,01,01,02,24,1998,02,2,200804,11,02,02,01,01,02,02,12000,S,300,30,1500,750,750,30,1500,01,8235.255092,-1,-1,4,375,2.94,1103,26.9,01,22,01,XXXXX,XXXX
20006381,65.616336644,03,3,06,3,3,3,01,43,04,02,IA,19,-1,22,016,03,01,137280,02,02,01,01,01,02,12,1998,01,2,200804,11,01,02,01,01,02,02,200,S,300,30,1500,750,750,30,1500,01,733.44184325,-1,01,4,44,2.96,130,31.7,01,16.7,01,XXXXX,XXXX
20006390,305.76422419,01,2,18,2,3,2,01,72,07,03,TX,48,02,14,006,02,04,62450,02,06,04,06,02,01,36,2005,01,2,200805,4,01,02,01,01,01,02,26000,TC,750,50,1500,750,750,40,1500,01,10372.767836,-1,-1,4,518,2.9,1502,24,01,20,01,41700,7240
20006390,305.76422419,02,2,18,2,3,2,01,72,07,03,TX,48,02,12,401,02,04,144000,02,06,04,06,02,02,72,2002,02,2,200805,7,02,02,01,01,01,02,25000,TC,750,50,1500,750,750,40,1500,01,28047.325644,-1,-1,4,1626,2.9,4721,19.4,01,17.2,03,41700,7240
20006390,305.76422419,03,2,18,2,3,2,01,72,07,03,TX,48,-1,12,471,02,04,177000,02,06,04,06,02,02,180,1993,02,2,200805,16,02,02,01,01,01,02,2000,TC,750,50,1500,750,750,40,1500,01,1599.1162562,-1,-1,4,124,2.89,359,23.6,01,12.9,04,41700,7240
20007641,70.475089334,01,2,17,4,5,2,01,51,05,03,VA,51,02,12,461,01,05,57703,01,05,01,01,01,02,48,2006,02,2,200811,3,02,02,01,01,01,06,12000,TC,300,50,300,150,300,60,750,01,15837.165948,-1,-1,4,956,3.03,2896,19.1774,01,16.6,02,47900,8872
20007641,70.475089334,02,2,17,4,5,2,01,51,05,03,VA,51,02,55,036,01,05,145202,01,05,01,01,01,02,60,2003,01,2,200811,6,01,02,01,01,01,06,30000,TC,300,50,300,150,300,60,750,01,23483.552297,-1,-1,4,767,3.03,2323,34.7,01,30.6,01,47900,8872
20007641,70.475089334,03,2,17,4,5,2,01,51,05,03,VA,51,-1,62,XXX,01,05,37507,01,05,01,01,01,02,36,1974,01,2,200811,35,01,02,01,01,01,06,100,TC,300,50,300,150,300,60,750,01,8949.946068,-1,-1,4,678,3.05,2071,13.2,99,13.2,03,47900,8872
20007641,70.475089334,04,2,17,4,5,2,01,51,05,03,VA,51,-1,30,XXX,01,05,20259,01,05,01,01,01,02,36,1974,01,2,200811,35,01,02,01,01,01,06,5,TC,300,50,300,150,300,60,750,01,811.67369456,-1,-1,4,61,3.05,186,13.3,99,13.3,01,47900,8872
20007641,70.475089334,05,2,17,4,5,2,01,51,05,03,VA,51,-1,12,461,01,05,-7,01,05,01,01,01,-1,-1,2004,-1,2,200811,5,-1,02,01,01,01,06,-1,TC,300,50,300,150,300,60,750,06,3782.0073784,-1,-1,4,269,3.02,813,19.7,01,14.1,02,47900,8872
20008264,229.83900968,01,4,14,5,8,3,02,92,09,04,CA,06,02,20,441,02,04,178000,02,03,04,06,02,02,72,2002,01,2,200812,7,01,02,01,01,01,06,18000,TC,50,20,50,25,50,20,50,01,22720.438481,-1,-1,4,1302,3.31,4309,19.8,01,17.4,02,41740,7320
20008264,229.83900968,02,4,14,5,8,3,02,92,09,04,CA,06,-1,02,403,02,04,86000,02,03,04,06,02,02,48,1995,02,2,200812,14,02,02,01,01,01,06,0,TC,50,20,50,25,50,20,50,01,749.92235789,-1,-1,4,63,3.32,210,22.6,01,11.9,03,41740,7320
20008264,229.83900968,03,4,14,5,8,3,02,92,09,04,CA,06,-1,49,040,02,04,72000,02,03,04,06,02,02,24,1994,03,2,200812,15,03,02,01,01,01,06,0,TC,50,20,50,25,50,20,50,07,0,-1,-1,4,0,-9,0,24.5,01,-9,01,41740,7320
20008264,229.83900968,04,4,14,5,8,3,02,92,09,04,CA,06,-1,12,016,02,04,80000,02,03,04,06,02,02,12,1989,04,2,200812,20,04,02,01,01,01,06,150,TC,50,20,50,25,50,20,50,03,5073.051178,-1,-1,4,297,3.3,983,22.5,02,17.1,01,41740,7320
20008264,229.83900968,05,4,14,5,8,3,02,92,09,04,CA,06,-1,12,481,02,04,-8,02,03,04,06,02,01,36,1986,02,2,200812,23,02,02,01,01,01,06,0,TC,50,20,50,25,50,20,50,02,569.24766063,-1,-1,4,50,3.32,167,21.6,01,11.3,04,41740,7320
20008264,229.83900968,06,4,14,5,8,3,02,92,09,04,CA,06,-1,20,481,02,04,225000,02,03,04,06,02,01,336,1974,02,2,200812,35,02,02,01,01,01,06,500,TC,50,20,50,25,50,20,50,01,2862.5990673,-1,-1,4,218,3.3,720,19.7,06,13.1,04,41740,7320
20008264,229.83900968,07,4,14,5,8,3,02,92,09,04,CA,06,-1,07,091,02,04,-1,02,03,04,06,02,02,132,1974,02,2,200812,35,02,02,01,01,01,06,50,TC,50,20,50,25,50,20,50,07,50,-1,-1,4,8,3.34,26,6.4,99,6.4,06,41740,7320
20008264,229.83900968,08,4,14,5,8,3,02,92,09,04,CA,06,-1,07,XXX,02,04,-1,02,03,04,06,02,02,36,1974,02,2,200812,35,02,02,01,01,01,06,1000,TC,50,20,50,25,50,20,50,02,8792.5649668,-1,-1,4,661,3.34,2205,13.3,99,13.3,01,41740,7320
20008273,370.735145,01,2,18,4,2,2,02,72,07,03,TX,48,02,20,481,02,05,114000,02,02,01,04,01,02,60,2003,02,1,200806,6,02,02,01,01,02,06,24000,S,7000,70,17000,3000,7000,80,17000,01,18792.088029,-1,-1,4,1061,2.9,3079,20.3,01,17.7,04,19100,1922
20008273,370.735145,02,2,18,4,2,2,02,72,07,03,TX,48,-1,37,441,02,05,67000,02,02,01,04,01,02,-1,2001,01,1,200806,8,01,02,01,01,02,06,-1,S,7000,70,17000,3000,7000,80,17000,08,-9,-1,-1,4,-9,-9,-9,24,01,-9,02,19100,1922
20008684,234.16731943,01,2,18,4,2,2,01,72,07,03,TX,48,02,51,401,02,05,-1,02,06,01,04,01,02,36,2005,01,1,200903,4,01,02,03,01,01,06,7500,C,3000,40,7000,1500,3000,40,7000,02,4761.7190214,-1,-1,4,318,2.9,921,20,01,15,03,26420,3362
20008684,234.16731943,02,2,18,4,2,2,01,72,07,03,TX,48,-1,49,040,02,05,-1,02,06,01,04,01,02,48,2001,02,1,200903,8,02,02,03,01,01,06,12500,C,3000,40,7000,1500,3000,40,7000,02,9269.074739,-1,-1,4,363,2.9,1054,30.9,01,25.5,01,26420,3362
20008723,66.075670099,01,2,08,2,3,2,02,23,02,01,NY,36,02,12,442,03,02,68050,02,04,02,06,01,02,60,2003,01,0,200809,6,01,02,01,01,01,02,2500,TC,50,20,50,25,50,20,300,01,9804.7013337,-1,-1,4,508,3.2,1625,23.2,01,19.3,02,XXXXX,XXXX
20008723,66.075670099,02,2,08,2,3,2,02,23,02,01,NY,36,-1,12,481,03,02,-8,02,04,02,06,01,02,48,1995,02,0,200809,14,02,02,01,01,01,02,500,TC,50,20,50,25,50,20,300,03,8698.7626399,-1,-1,4,543,3.2,1737,19.5,01,16,04,XXXXX,XXXX
20008723,66.075670099,03,2,08,2,3,2,02,23,02,01,NY,36,-1,12,481,03,02,-8,02,04,02,06,01,02,2,1993,99,0,200809,16,99,02,01,01,01,02,300,TC,50,20,50,25,50,20,300,03,5512.5259692,-1,-1,4,371,3.2,1185,19.3,01,14.9,04,XXXXX,XXXX
20008871,119.43614477,01,2,07,2,1,2,01,92,09,04,CA,06,-1,49,442,02,04,65000,02,05,01,04,01,02,60,-8,02,0,200901,-9,02,02,01,01,04,10,6000,S,1500,20,7000,750,3000,5,3000,02,1929.9787768,-1,-1,4,128,3.3,422,25.7,01,15.1,02,41740,7320
20009092,50.94288682,01,1,03,1,1,1,01,23,02,01,NY,36,02,02,404,03,02,81525,02,05,04,06,02,02,18,2002,01,0,200808,7,01,02,01,01,02,09,1000,TC,50,5,300,25,50,5,300,01,1957.6547651,-1,-1,4,184,3.2,589,18,01,10.6,03,XXXXX,XXXX
20009216,308.45774049,01,0,17,1,2,1,01,91,09,04,CA,06,-1,58,035,01,05,-1,01,05,01,02,01,-1,-1,1996,-1,0,200901,13,-1,02,01,01,02,09,-1,S,750,40,1500,1500,300,20,750,08,-9,-1,-1,4,-9,-9,-9,27.1,01,-9,01,41860,7362
20009216,308.45774049,02,0,17,1,2,1,01,91,09,04,CA,06,-1,38,471,01,05,-1,01,05,01,02,01,-1,-1,-8,-1,0,200901,-9,-1,02,01,01,02,09,-1,S,750,40,1500,1500,300,20,750,08,-9,-1,-1,4,-9,-9,-9,23.8,01,-9,04,41860,7362
20010016,1379.3795945,01,3,17,4,3,2,02,91,09,04,CA,06,02,42,044,01,05,35342,01,01,01,04,01,02,3,2003,99,1,200805,6,99,02,02,01,01,08,12000,C,1500,30,7000,150,3000,40,17000,03,16818.895334,-1,-1,4,894,3.31,2958,21.7,01,18.8,01,40140,4472
20010016,1379.3795945,02,3,17,4,3,2,02,91,09,04,CA,06,02,12,481,01,05,-1,01,01,01,04,01,02,48,2004,02,1,200805,5,02,02,02,01,01,08,15000,C,1500,30,7000,150,3000,40,17000,03,14449.03152,-1,-1,4,910,3.31,3010,18.5,01,15.9,04,40140,4472
20010016,1379.3795945,03,3,17,4,3,2,02,91,09,04,CA,06,02,20,022,01,05,-1,01,01,01,04,01,02,12,2006,99,1,200805,3,99,02,02,01,01,08,20000,C,1500,30,7000,150,3000,40,17000,03,17265.875602,-1,-1,4,617,3.31,2041,32.2232,01,28,01,40140,4472
20010463,216.72542481,01,3,18,4,4,2,01,72,07,03,TX,48,02,12,481,02,04,24802,02,03,04,06,02,02,12,2007,01,2,200808,2,01,02,01,01,01,06,25000,TC,300,5,750,150,300,0,750,01,24802,01,-1,4,1618,2.9,4696,17.3296,01,15.3,04,12420,0640
20010463,216.72542481,02,3,18,4,4,2,01,72,07,03,TX,48,02,51,401,02,04,-8,02,03,04,06,02,02,36,2005,02,2,200808,4,02,02,01,01,01,06,30000,TC,300,5,750,150,300,0,750,02,21181.741582,-1,-1,4,1256,2.9,3646,19.2,01,16.9,03,12420,0640
20010463,216.72542481,03,3,18,4,4,2,01,72,07,03,TX,48,02,51,401,02,04,86294,02,03,04,06,02,02,48,2005,01,2,200808,4,01,02,01,01,01,06,10000,TC,300,5,750,150,300,0,750,01,6364.9992924,-1,-1,4,404,2.9,1173,20,01,15.7,03,12420,0640
20010463,216.72542481,04,3,18,4,4,2,01,72,07,03,TX,48,-1,32,XXX,02,04,11412,02,03,04,06,02,-1,0.25,2008,-1,2,200808,1,-1,02,01,01,01,06,33600,TC,300,5,750,150,300,0,750,03,27629.724691,-1,01,1,1072,3.47,3715,29,01,25.8,01,12420,0640
20010687,193.50375794,01,1,06,1,1,1,01,21,02,01,NY,36,-1,21,017,01,05,19533,01,05,04,06,02,02,180,1994,01,0,200903,15,01,02,01,01,01,09,250,U,7000,20,17000,5000,7000,5,17000,01,5364.5442066,-1,-1,4,274,3.2,877,25.5,01,19.6,01,35620,5602
20010735,82.316134781,01,2,18,5,3,2,01,21,02,01,NY,36,02,07,442,01,05,77232,01,06,04,06,02,02,36,2004,99,2,200903,5,99,02,01,01,01,04,10000,TC,50,20,300,150,50,5,300,03,13065.858088,-1,-1,4,615,3.2,1966,24.9,01,21.3,02,35620,5602
20010735,82.316134781,02,2,18,5,3,2,01,21,02,01,NY,36,02,23,401,01,05,131745,01,06,04,06,02,02,72,2003,01,2,200903,6,01,02,01,01,01,04,15000,TC,50,20,300,150,50,5,300,01,23235.18423,-1,-1,4,1348,3.2,4311,19.5,01,17.2,03,35620,5602
20010735,82.316134781,03,2,18,5,3,2,01,21,02,01,NY,36,02,48,034,01,05,-1,01,06,04,06,02,02,84,2002,05,2,200903,7,05,02,01,01,01,04,12000,TC,50,20,300,150,50,5,300,02,16314.402426,-1,-1,4,653,3.2,2088,28.825,12,25,03,35620,5602
20010780,702.32511522,01,1,05,1,1,1,01,51,05,03,GA,13,-1,18,002,01,05,127942,01,02,01,05,01,02,120,1999,01,0,200902,10,01,02,01,01,01,09,15000,TC,300,20,750,150,750,20,1500,01,8279.6966938,-1,-1,4,394,3.03,1192,25.8,01,21,01,12060,0520
20011077,487.64856696,01,1,11,1,1,1,01,72,07,03,TX,48,02,63,032,02,05,33088,02,05,01,04,01,02,48,2005,01,1,200902,4,01,02,01,01,01,01,10000,C,3000,30,7000,750,1500,20,7000,01,7613.0684733,01,-1,4,292,2.9,847,32.3,01,26.1,01,19100,1922
20011134,20.206813618,01,2,06,2,2,2,01,52,05,03,NC,37,02,18,007,02,04,89327,02,03,01,02,01,02,48,2003,99,0,200812,6,99,02,01,01,01,10,2500,C,1500,60,3000,3000,3000,70,3000,03,898.08708763,-1,01,4,60,3.04,183,28.4,01,14.9,01,XXXXX,3120
20011134,20.206813618,02,2,06,2,2,2,01,52,05,03,NC,37,-1,20,880,02,04,-8,02,03,01,02,01,02,144,1986,02,0,200812,23,02,02,01,01,01,10,200,C,1500,60,3000,3000,3000,70,3000,02,5567.6478535,-1,-1,4,323,3.03,976,22.4,01,17.3,04,XXXXX,3120
20011237,341.54358287,01,3,06,4,2,3,02,21,02,01,NY,36,-1,48,401,01,05,-1,01,01,02,06,01,02,48,1999,02,2,200804,10,02,02,01,01,01,06,12000,TC,300,30,300,150,750,20,1500,02,8381.0433195,-1,-1,4,367,3.2,1175,27.9,07,22.8,01,XXXXX,5602
20011237,341.54358287,02,3,06,4,2,3,02,21,02,01,NY,36,-1,49,040,01,05,-1,01,01,02,06,01,02,-1,1992,01,2,200804,17,01,02,01,01,01,06,-1,TC,300,30,300,150,750,20,1500,05,23192.981695,-1,-1,4,972,3.2,3108,27,01,23.9,01,XXXXX,5602
20011376,479.68284168,01,2,18,4,2,2,02,72,07,03,TX,48,02,49,032,02,05,-1,02,05,01,01,01,01,60,2002,02,1,200805,7,02,02,03,01,02,04,10000,C,3000,5,7000,150,3000,5,7000,03,8643.3322267,-1,-1,4,267,2.9,775,39.5,01,32.4,01,26420,3362
20011376,479.68284168,02,2,18,4,2,2,02,72,07,03,TX,48,02,49,442,02,05,-1,02,05,01,01,01,02,24,2005,01,1,200805,4,01,02,03,01,02,04,9000,C,3000,5,7000,150,3000,5,7000,02,7885.0184828,-1,-1,4,388,2.9,1125,25.1,01,20.3,02,26420,3362
20011590,96.358621803,01,1,04,1,2,1,01,74,07,03,TX,48,-1,20,481,04,06,159276,02,03,04,06,02,02,48,1995,01,0,200901,14,01,02,01,01,04,09,1350,TC,50,20,50,25,50,30,50,01,12359.09441,-1,04,4,775,2.9,2249,18.8,06,15.9,04,XXXXX,-1
20011590,96.358621803,02,1,04,1,2,1,01,74,07,03,TX,48,02,49,472,04,06,16618,02,03,04,06,02,02,0.9666666667,2008,01,0,200901,1,01,02,01,01,04,09,1862.0689655,TC,50,20,50,25,50,30,50,01,24493.633288,-1,04,4,1226,2.9,3558,22.6,01,20,04,XXXXX,-1
20011901,513.74795985,01,3,18,4,3,2,02,11,01,01,NH,33,02,30,046,01,05,62544,01,03,01,01,01,02,48,2004,02,1,200808,5,02,02,01,01,01,06,10000,TC,300,40,750,150,750,40,1500,03,6960.2896154,-1,-1,4,295,3.01,889,29.5,01,23.6,01,14460,1122
20011901,513.74795985,02,3,18,4,3,2,02,11,01,01,NH,33,-1,59,032,01,05,64746,01,03,01,01,01,02,24,2000,03,1,200808,9,03,02,01,01,01,06,7000,TC,300,40,750,150,750,40,1500,03,9021.4965133,-1,-1,4,450,3.01,1355,24.3,01,20,01,14460,1122
20011901,513.74795985,03,3,18,4,3,2,02,11,01,01,NH,33,-1,37,031,01,05,103146,01,03,01,01,01,02,132,1997,01,1,200808,12,01,02,01,01,01,06,5000,TC,300,40,750,150,750,40,1500,01,13569.752617,-1,-1,4,426,3.01,1282,37.2,01,31.9,01,14460,1122
20012364,166.36222217,01,3,18,3,3,3,01,92,09,04,CA,06,-1,49,046,02,04,6401,02,03,01,04,01,02,12,-8,01,3,200901,-9,01,02,01,01,01,08,5800,S,1500,50,3000,3000,1500,70,3000,02,9201.4216291,-1,-1,4,170,3.31,561,65.7778,01,54.3,01,41740,7320
20012364,166.36222217,02,3,18,3,3,3,01,92,09,04,CA,06,01,49,046,02,04,43457,02,03,01,04,01,02,84,2002,03,3,200901,7,03,02,01,01,01,08,30000,S,1500,50,3000,3000,1500,70,3000,01,26972.674752,-1,03,4,527,3.31,1746,57.6,01,51.1,01,41740,7320
20012364,166.36222217,03,3,18,3,3,3,01,92,09,04,CA,06,-1,49,403,02,04,40494,02,03,01,04,01,02,24,2000,02,3,200901,9,02,02,01,01,01,08,14000,S,1500,50,3000,3000,1500,70,3000,01,10781.758166,-1,-1,4,555,3.31,1834,23.2,02,19.4,03,41740,7320
20012467,487.9180098,01,2,05,2,2,2,01,52,05,03,FL,12,02,20,023,02,04,-8,02,07,01,04,01,02,18,2007,01,0,200903,2,01,02,01,01,01,10,12000,TC,300,30,1500,750,300,30,750,02,11062.148742,-1,-1,4,431,3.06,1319,30.5596,07,25.7,03,45300,8280
